Cycle - m/z 18.00 ch0	Amplitude - m/z 18.00 ch0	Cycle - m/z 21.00 ch1	Amplitude - m/z 21.00 ch1	Cycle - m/z 25.00 ch2	Amplitude - m/z 25.00 ch2	Cycle - m/z 30.00 ch3	Amplitude - m/z 30.00 ch3	Cycle - m/z 32.00 ch4	Amplitude - m/z 32.00 ch4	Cycle - m/z 37.00 ch5	Amplitude - m/z 37.00 ch5	Cycle - m/z 59.00 ch6	Amplitude - m/z 59.00 ch6	Cycle - m/z 107.00 ch7	Amplitude - m/z 107.00 ch7	Cycle - m/z 137.00 ch8	Amplitude - m/z 137.00 ch8	Cycle - m/z 121.00 ch9	Amplitude - m/z 121.00 ch9	Cycle - m/z 123.00 ch10	Amplitude - m/z 123.00 ch10	Cycle - m/z 151.00 ch11	Amplitude - m/z 151.00 ch11	Cycle - m/z 153.00 ch12	Amplitude - m/z 153.00 ch12	Cycle - m/z 165.00 ch13	Amplitude - m/z 165.00 ch13	Cycle - m/z 213.00 ch14	Amplitude - m/z 213.00 ch14	Cycle - m/z 229.00 ch15	Amplitude - m/z 229.00 ch15	Cycle - m/z 271.00 ch16	Amplitude - m/z 271.00 ch16	Cycle - m/z 109.00 ch17	Amplitude - m/z 109.00 ch17	Cycle - m/z 131.00 ch18	Amplitude - m/z 131.00 ch18	Cycle - m/z 138.00 ch19	Amplitude - m/z 138.00 ch19	Cycle - m/z 167.00 ch20	Amplitude - m/z 167.00 ch20	Cycle - m/z 179.00 ch21	Amplitude - m/z 179.00 ch21	Cycle - m/z 181.00 ch22	Amplitude - m/z 181.00 ch22	Cycle - m/z 193.00 ch23	Amplitude - m/z 193.00 ch23	Cycle - m/z 205.00 ch24	Amplitude - m/z 205.00 ch24	Cycle - m/z 285.00 ch25	Amplitude - m/z 285.00 ch25	Cycle - m/z 295.00 ch26	Amplitude - m/z 295.00 ch26	Cycle - m/z 299.00 ch27	Amplitude - m/z 299.00 ch27	Cycle - m/z 327.00 ch28	Amplitude - m/z 327.00 ch28	Cycle - m/z 59.00 ch29	Amplitude - m/z 59.00 ch29	
40	4,4E+2	40	7,6E+7	40	0,0	40	0,1	40	0,2	40	0,9	40	2,1	40	50,4	40	1,7E+2	40	4,0	40	0,4	40	0,2	40	1,5	40	11,0	40	0,0	40	0,0	40	0,0	40	0,9	40	0,0	40	15,3	40	0,2	40	0,1	40	0,1	40	0,0	40	0,0	40	0,0	40	0,0	40	0,0	40	NaN	40	2,1	
41	4,4E+2	41	7,5E+7	41	0,0	41	0,1	41	0,2	41	0,9	41	1,8	41	51,9	41	1,7E+2	41	4,3	41	0,4	41	0,1	41	1,7	41	10,9	41	0,0	41	0,0	41	0,0	41	1,1	41	0,1	41	15,5	41	0,2	41	0,0	41	0,1	41	0,0	41	0,1	41	0,0	41	0,0	41	0,0	41	NaN	41	2,2	
42	4,4E+2	42	7,6E+7	42	0,0	42	0,1	42	0,2	42	0,9	42	1,9	42	49,5	42	1,7E+2	42	4,0	42	0,5	42	0,1	42	1,4	42	10,9	42	0,0	42	0,0	42	0,0	42	0,8	42	0,1	42	14,4	42	0,2	42	0,0	42	0,1	42	0,0	42	0,0	42	0,0	42	0,0	42	0,0	42	NaN	42	1,9	
43	4,5E+2	43	7,5E+7	43	0,0	43	0,1	43	0,2	43	0,9	43	2,2	43	50,0	43	1,6E+2	43	3,8	43	0,5	43	0,2	43	1,6	43	10,7	43	0,0	43	0,0	43	0,0	43	0,9	43	0,1	43	13,7	43	0,1	43	0,0	43	0,1	43	0,0	43	0,0	43	0,0	43	0,0	43	0,0	43	Inf	43	2,0	
44	4,4E+2	44	7,6E+7	44	0,0	44	0,1	44	0,2	44	0,9	44	1,8	44	48,3	44	1,6E+2	44	4,0	44	0,3	44	0,1	44	1,4	44	10,8	44	0,0	44	0,0	44	0,0	44	0,9	44	0,1	44	13,4	44	0,1	44	0,0	44	0,1	44	0,0	44	0,0	44	0,0	44	0,0	44	0,0	44	NaN	44	2,1	
45	4,4E+2	45	7,5E+7	45	0,0	45	0,1	45	0,2	45	0,9	45	2,0	45	49,9	45	1,6E+2	45	3,5	45	0,4	45	0,1	45	1,7	45	10,8	45	0,0	45	0,0	45	0,0	45	0,8	45	0,1	45	13,6	45	0,1	45	0,0	45	0,1	45	0,0	45	0,0	45	0,0	45	0,0	45	0,0	45	NaN	45	1,6	
46	4,3E+2	46	7,7E+7	46	0,0	46	0,1	46	0,2	46	0,9	46	2,4	46	47,5	46	1,6E+2	46	4,0	46	0,3	46	0,1	46	1,5	46	10,6	46	0,0	46	0,0	46	0,0	46	0,8	46	0,1	46	13,8	46	0,1	46	0,0	46	0,1	46	0,0	46	0,0	46	0,0	46	0,0	46	0,0	46	NaN	46	2,0	
47	4,6E+2	47	7,4E+7	47	0,0	47	0,1	47	0,2	47	0,9	47	2,2	47	50,1	47	1,6E+2	47	4,0	47	0,5	47	0,2	47	1,4	47	10,8	47	0,0	47	0,0	47	0,0	47	0,9	47	0,0	47	20,5	47	0,2	47	0,0	47	0,1	47	0,0	47	0,0	47	0,0	47	0,0	47	0,0	47	NaN	47	2,3	
48	4,4E+2	48	7,5E+7	48	0,0	48	0,1	48	0,2	48	1,5	48	14,1	48	6,9E+2	48	8,8E+2	48	84,4	48	1,6	48	0,3	48	2,4	48	12,2	48	0,0	48	0,0	48	0,0	48	4,2	48	0,1	48	55,5	48	0,1	48	0,0	48	0,2	48	0,0	48	0,2	48	0,0	48	0,0	48	0,0	48	NaN	48	4,1	
49	4,6E+2	49	7,4E+7	49	0,0	49	0,1	49	0,2	49	1,0	49	3,7	49	2,8E+2	49	3,7E+2	49	29,1	49	0,8	49	0,2	49	1,2	49	13,0	49	0,0	49	0,0	49	0,0	49	1,8	49	0,1	49	28,1	49	0,1	49	0,0	49	0,1	49	0,0	49	0,1	49	0,0	49	0,0	49	0,0	49	NaN	49	2,1	
50	4,5E+2	50	7,5E+7	50	0,0	50	0,1	50	0,2	50	0,9	50	2,6	50	2,1E+2	50	2,8E+2	50	23,3	50	0,7	50	0,3	50	1,1	50	12,5	50	0,0	50	0,0	50	0,0	50	1,6	50	0,1	50	24,1	50	0,1	50	0,0	50	0,1	50	0,0	50	0,1	50	0,0	50	0,0	50	0,0	50	NaN	50	2,0	
51	2,6E+2	51	7,6E+7	51	0,0	51	0,1	51	0,2	51	0,9	51	1,3	51	1,1E+2	51	1,5E+2	51	13,6	51	0,4	51	0,1	51	0,7	51	6,8	51	0,0	51	0,0	51	0,0	51	0,8	51	0,0	51	13,4	51	0,1	51	0,0	51	0,1	51	0,0	51	0,1	51	0,0	51	0,0	51	0,0	51	NaN	51	1,3	
52	4,5E+2	52	7,7E+7	52	0,0	52	0,1	52	0,2	52	0,9	52	2,2	52	1,7E+2	52	2,4E+2	52	21,0	52	0,7	52	0,2	52	0,8	52	10,3	52	0,0	52	0,0	52	0,0	52	1,8	52	0,0	52	20,2	52	0,2	52	0,0	52	0,1	52	0,0	52	0,0	52	0,0	52	0,0	52	0,0	52	NaN	52	2,2	
53	4,3E+2	53	7,7E+7	53	0,0	53	0,1	53	0,2	53	0,9	53	1,7	53	1,6E+2	53	2,2E+2	53	19,2	53	0,5	53	0,2	53	0,9	53	9,7	53	0,0	53	0,0	53	0,0	53	1,6	53	0,0	53	19,1	53	0,1	53	0,0	53	0,1	53	0,0	53	0,0	53	0,0	53	0,0	53	0,0	53	NaN	53	1,9	
54	4,4E+2	54	7,6E+7	54	0,0	54	0,1	54	0,2	54	0,9	54	2,0	54	1,6E+2	54	2,2E+2	54	18,8	54	0,4	54	0,2	54	0,8	54	9,5	54	0,0	54	0,0	54	0,0	54	1,5	54	0,1	54	19,3	54	0,1	54	0,0	54	0,1	54	0,0	54	0,0	54	0,0	54	0,0	54	0,0	54	NaN	54	2,0	
55	4,5E+2	55	7,6E+7	55	0,0	55	0,1	55	0,2	55	0,9	55	2,3	55	1,5E+2	55	2,1E+2	55	19,8	55	0,4	55	0,1	55	0,8	55	9,1	55	0,0	55	0,0	55	0,0	55	1,5	55	0,1	55	19,1	55	0,1	55	0,0	55	0,1	55	0,0	55	0,0	55	0,0	55	0,0	55	0,0	55	NaN	55	1,9	
56	4,4E+2	56	7,6E+7	56	0,0	56	0,1	56	0,2	56	0,9	56	2,0	56	1,5E+2	56	2,0E+2	56	18,1	56	0,4	56	0,2	56	0,7	56	9,0	56	0,0	56	0,0	56	0,0	56	1,2	56	0,0	56	17,6	56	0,1	56	0,1	56	0,1	56	0,0	56	0,0	56	0,0	56	0,0	56	0,0	56	NaN	56	1,8	
57	4,3E+2	57	7,6E+7	57	0,0	57	0,1	57	0,2	57	0,9	57	2,3	57	1,5E+2	57	2,0E+2	57	18,0	57	0,6	57	0,2	57	0,7	57	8,7	57	0,0	57	0,0	57	0,0	57	1,2	57	0,1	57	17,4	57	0,1	57	0,0	57	0,1	57	0,0	57	0,0	57	0,0	57	0,0	57	0,0	57	NaN	57	2,5	
58	4,4E+2	58	7,4E+7	58	0,0	58	0,1	58	0,2	58	0,9	58	2,2	58	1,5E+2	58	2,0E+2	58	18,5	58	0,4	58	0,1	58	0,8	58	8,6	58	0,0	58	0,0	58	0,0	58	1,3	58	0,1	58	16,7	58	0,1	58	0,0	58	0,1	58	0,0	58	0,0	58	0,0	58	0,0	58	0,0	58	NaN	58	2,4	
59	4,3E+2	59	7,8E+7	59	0,0	59	0,1	59	0,2	59	0,9	59	1,6	59	1,4E+2	59	1,8E+2	59	17,2	59	0,4	59	0,1	59	0,6	59	8,3	59	0,0	59	0,0	59	0,0	59	1,2	59	0,1	59	16,6	59	0,1	59	0,0	59	0,1	59	0,0	59	0,0	59	0,0	59	0,0	59	0,0	59	NaN	59	2,3	
60	4,3E+2	60	7,7E+7	60	0,0	60	0,1	60	0,2	60	0,9	60	1,8	60	1,4E+2	60	1,8E+2	60	18,2	60	0,6	60	0,1	60	0,6	60	7,7	60	0,0	60	0,0	60	0,0	60	1,1	60	0,1	60	15,1	60	0,1	60	0,0	60	0,1	60	0,0	60	0,0	60	0,0	60	0,0	60	0,0	60	NaN	60	2,5	
61	4,3E+2	61	7,6E+7	61	0,0	61	0,1	61	0,2	61	0,9	61	2,1	61	1,4E+2	61	1,9E+2	61	18,6	61	0,4	61	0,2	61	0,6	61	8,5	61	0,0	61	0,0	61	0,0	61	1,1	61	0,1	61	16,0	61	0,1	61	0,0	61	0,1	61	0,0	61	0,1	61	0,0	61	0,0	61	0,0	61	NaN	61	2,1	
