Cycle - m/z 18.00 ch0	Amplitude - m/z 18.00 ch0	Cycle - m/z 21.00 ch1	Amplitude - m/z 21.00 ch1	Cycle - m/z 25.00 ch2	Amplitude - m/z 25.00 ch2	Cycle - m/z 30.00 ch3	Amplitude - m/z 30.00 ch3	Cycle - m/z 32.00 ch4	Amplitude - m/z 32.00 ch4	Cycle - m/z 37.00 ch5	Amplitude - m/z 37.00 ch5	Cycle - m/z 59.00 ch6	Amplitude - m/z 59.00 ch6	Cycle - m/z 107.00 ch7	Amplitude - m/z 107.00 ch7	Cycle - m/z 137.00 ch8	Amplitude - m/z 137.00 ch8	Cycle - m/z 121.00 ch9	Amplitude - m/z 121.00 ch9	Cycle - m/z 123.00 ch10	Amplitude - m/z 123.00 ch10	Cycle - m/z 151.00 ch11	Amplitude - m/z 151.00 ch11	Cycle - m/z 153.00 ch12	Amplitude - m/z 153.00 ch12	Cycle - m/z 165.00 ch13	Amplitude - m/z 165.00 ch13	Cycle - m/z 213.00 ch14	Amplitude - m/z 213.00 ch14	Cycle - m/z 229.00 ch15	Amplitude - m/z 229.00 ch15	Cycle - m/z 271.00 ch16	Amplitude - m/z 271.00 ch16	Cycle - m/z 109.00 ch17	Amplitude - m/z 109.00 ch17	Cycle - m/z 131.00 ch18	Amplitude - m/z 131.00 ch18	Cycle - m/z 138.00 ch19	Amplitude - m/z 138.00 ch19	Cycle - m/z 167.00 ch20	Amplitude - m/z 167.00 ch20	Cycle - m/z 179.00 ch21	Amplitude - m/z 179.00 ch21	Cycle - m/z 181.00 ch22	Amplitude - m/z 181.00 ch22	Cycle - m/z 193.00 ch23	Amplitude - m/z 193.00 ch23	Cycle - m/z 205.00 ch24	Amplitude - m/z 205.00 ch24	Cycle - m/z 285.00 ch25	Amplitude - m/z 285.00 ch25	Cycle - m/z 295.00 ch26	Amplitude - m/z 295.00 ch26	Cycle - m/z 299.00 ch27	Amplitude - m/z 299.00 ch27	Cycle - m/z 327.00 ch28	Amplitude - m/z 327.00 ch28	Cycle - m/z 59.00 ch29	Amplitude - m/z 59.00 ch29	
62	4,5E+2	62	7,4E+7	62	0,0	62	0,1	62	0,2	62	0,9	62	2,3	62	1,4E+2	62	1,9E+2	62	18,9	62	0,4	62	0,2	62	0,7	62	8,9	62	0,0	62	0,0	62	0,0	62	1,2	62	0,1	62	16,2	62	0,1	62	0,0	62	0,1	62	0,0	62	0,0	62	0,0	62	0,0	62	0,0	62	NaN	62	2,0	
63	4,2E+2	63	7,7E+7	63	0,0	63	0,1	63	0,2	63	0,9	63	2,1	63	1,3E+2	63	1,8E+2	63	17,4	63	0,4	63	0,1	63	0,8	63	8,0	63	0,0	63	0,0	63	0,0	63	1,2	63	0,1	63	15,9	63	0,2	63	0,0	63	0,1	63	0,0	63	0,0	63	0,0	63	0,0	63	0,0	63	NaN	63	2,2	
64	4,4E+2	64	7,7E+7	64	0,0	64	0,1	64	0,2	64	0,9	64	2,3	64	1,3E+2	64	1,7E+2	64	18,3	64	0,4	64	0,1	64	0,7	64	8,3	64	0,0	64	0,0	64	0,0	64	1,3	64	0,1	64	15,5	64	0,1	64	0,0	64	0,1	64	0,0	64	0,0	64	0,0	64	0,0	64	0,0	64	NaN	64	2,2	
65	4,4E+2	65	7,7E+7	65	0,0	65	0,1	65	0,2	65	0,9	65	1,9	65	1,3E+2	65	1,7E+2	65	16,4	65	0,6	65	0,2	65	0,5	65	7,9	65	0,0	65	0,0	65	0,0	65	0,9	65	0,1	65	15,1	65	0,1	65	0,0	65	0,0	65	0,0	65	0,0	65	0,0	65	0,0	65	0,0	65	NaN	65	2,6	
66	4,4E+2	66	7,6E+7	66	0,0	66	0,1	66	0,2	66	0,9	66	2,0	66	1,3E+2	66	1,7E+2	66	17,5	66	0,5	66	0,2	66	0,5	66	8,5	66	0,0	66	0,0	66	0,0	66	1,3	66	0,0	66	14,9	66	0,1	66	0,0	66	0,1	66	0,0	66	0,0	66	0,0	66	0,0	66	0,0	66	NaN	66	2,1	
67	4,3E+2	67	7,7E+7	67	0,0	67	0,1	67	0,2	67	0,9	67	1,9	67	1,3E+2	67	1,7E+2	67	17,0	67	0,6	67	0,1	67	0,7	67	7,6	67	0,0	67	0,0	67	0,0	67	1,0	67	0,0	67	14,5	67	0,1	67	0,0	67	0,1	67	0,0	67	0,0	67	0,0	67	0,0	67	0,0	67	NaN	67	2,1	
68	4,3E+2	68	7,8E+7	68	0,0	68	0,1	68	0,2	68	0,9	68	1,9	68	1,3E+2	68	1,7E+2	68	17,3	68	0,4	68	0,2	68	0,6	68	8,1	68	0,0	68	0,0	68	0,0	68	1,1	68	0,0	68	14,9	68	0,1	68	0,0	68	0,1	68	0,0	68	0,0	68	0,0	68	0,0	68	0,0	68	NaN	68	2,3	
69	4,3E+2	69	7,6E+7	69	0,0	69	0,1	69	0,2	69	0,9	69	2,0	69	1,3E+2	69	1,7E+2	69	16,7	69	0,5	69	0,1	69	0,8	69	7,9	69	0,0	69	0,0	69	0,0	69	1,8	69	0,1	69	26,3	69	0,1	69	0,0	69	0,1	69	0,0	69	0,0	69	0,0	69	0,0	69	0,0	69	Inf	69	22,6	
70	4,3E+2	70	8,0E+7	70	0,0	70	0,1	70	0,2	70	1,0	70	9,5	70	8,6	70	14,5	70	1,4	70	0,2	70	0,0	70	0,2	70	8,7	70	0,0	70	0,0	70	0,0	70	0,4	70	0,1	70	1,0	70	0,1	70	0,0	70	0,1	70	0,0	70	0,0	70	0,0	70	0,0	70	0,0	70	NaN	70	2,8	
71	4,3E+2	71	7,6E+7	71	0,0	71	0,1	71	0,2	71	0,8	71	2,2	71	4,7	71	9,0	71	0,9	71	0,1	71	0,1	71	0,1	71	6,3	71	0,0	71	0,0	71	0,0	71	0,5	71	0,1	71	0,7	71	0,1	71	0,0	71	0,1	71	0,0	71	0,0	71	0,0	71	0,0	71	0,0	71	NaN	71	1,7	
72	4,3E+2	72	7,7E+7	72	0,0	72	0,1	72	0,2	72	0,8	72	1,9	72	3,7	72	6,4	72	0,7	72	0,2	72	0,0	72	0,1	72	3,8	72	0,0	72	0,0	72	0,0	72	0,3	72	0,1	72	0,7	72	0,0	72	0,0	72	0,1	72	0,0	72	0,0	72	0,0	72	0,0	72	0,0	72	NaN	72	1,7	
73	4,3E+2	73	7,7E+7	73	0,0	73	0,1	73	0,2	73	0,8	73	1,9	73	3,3	73	5,4	73	0,7	73	0,2	73	0,1	73	0,2	73	2,5	73	0,0	73	0,0	73	0,0	73	0,5	73	0,1	73	0,5	73	0,0	73	0,0	73	0,1	73	0,0	73	0,0	73	0,0	73	0,0	73	0,0	73	NaN	73	1,9	
74	4,3E+2	74	7,6E+7	74	0,0	74	0,1	74	0,2	74	0,8	74	1,6	74	2,7	74	4,9	74	0,7	74	0,2	74	0,0	74	0,1	74	2,1	74	0,0	74	0,0	74	0,0	74	0,4	74	0,1	74	0,4	74	0,1	74	0,0	74	0,1	74	0,0	74	0,0	74	0,0	74	0,0	74	0,0	74	NaN	74	1,3	
75	4,4E+2	75	7,6E+7	75	0,0	75	0,1	75	0,2	75	0,8	75	1,9	75	2,6	75	4,5	75	0,5	75	0,1	75	0,1	75	0,1	75	1,7	75	0,0	75	0,0	75	0,0	75	0,3	75	0,1	75	0,4	75	0,0	75	0,1	75	0,1	75	0,0	75	0,0	75	0,0	75	0,0	75	0,0	75	NaN	75	1,8	
76	4,4E+2	76	7,6E+7	76	0,0	76	0,1	76	0,2	76	0,8	76	2,3	76	2,4	76	4,0	76	0,5	76	0,1	76	0,1	76	0,1	76	1,3	76	0,0	76	0,0	76	0,0	76	0,4	76	0,0	76	0,4	76	0,0	76	0,0	76	0,0	76	0,0	76	0,0	76	0,0	76	0,0	76	0,0	76	NaN	76	2,0	
77	4,4E+2	77	7,5E+7	77	0,0	77	0,1	77	0,2	77	0,8	77	1,9	77	2,4	77	3,5	77	0,4	77	0,2	77	0,0	77	0,1	77	1,2	77	0,0	77	0,0	77	0,0	77	0,5	77	0,1	77	0,2	77	0,0	77	0,0	77	0,1	77	0,0	77	0,0	77	0,0	77	0,0	77	0,0	77	NaN	77	1,9	
78	4,3E+2	78	7,6E+7	78	0,0	78	0,1	78	0,2	78	0,8	78	1,8	78	2,0	78	3,1	78	0,5	78	0,2	78	0,1	78	0,1	78	1,2	78	0,0	78	0,0	78	0,0	78	0,3	78	0,1	78	0,3	78	0,0	78	0,0	78	0,1	78	0,0	78	0,0	78	0,0	78	0,0	78	0,0	78	NaN	78	1,7	
79	4,4E+2	79	7,5E+7	79	0,0	79	0,1	79	0,2	79	0,8	79	1,9	79	1,9	79	3,1	79	0,5	79	0,2	79	0,1	79	0,1	79	1,1	79	0,0	79	0,0	79	0,0	79	0,2	79	0,1	79	0,3	79	0,0	79	0,0	79	0,0	79	0,0	79	0,0	79	0,0	79	0,0	79	0,0	79	NaN	79	1,9	
80	4,3E+2	80	7,7E+7	80	0,0	80	0,1	80	0,2	80	0,8	80	1,5	80	1,9	80	2,9	80	0,5	80	0,2	80	0,0	80	0,1	80	1,0	80	0,0	80	0,0	80	0,0	80	0,4	80	0,1	80	0,3	80	0,0	80	0,0	80	0,0	80	0,0	80	0,0	80	0,0	80	0,0	80	0,0	80	NaN	80	2,1	
81	4,3E+2	81	7,7E+7	81	0,0	81	0,1	81	0,2	81	0,8	81	1,7	81	1,5	81	2,7	81	0,3	81	0,2	81	0,1	81	0,1	81	0,7	81	0,0	81	0,0	81	0,0	81	0,3	81	0,0	81	0,2	81	0,0	81	0,0	81	0,0	81	0,0	81	0,0	81	0,0	81	0,0	81	0,0	81	NaN	81	1,6	
82	4,3E+2	82	7,5E+7	82	0,0	82	0,1	82	0,2	82	0,8	82	1,8	82	1,9	82	2,5	82	0,4	82	0,2	82	0,0	82	0,1	82	0,9	82	0,0	82	0,0	82	0,0	82	0,5	82	0,1	82	0,3	82	0,0	82	0,0	82	0,0	82	0,0	82	0,0	82	0,0	82	0,0	82	0,0	82	NaN	82	1,7	
83	4,3E+2	83	7,5E+7	83	0,0	83	0,1	83	0,2	83	0,8	83	1,9	83	1,6	83	2,8	83	0,4	83	0,1	83	0,0	83	0,1	83	0,7	83	0,0	83	0,0	83	0,0	83	0,5	83	0,1	83	0,2	83	0,0	83	0,0	83	0,0	83	0,0	83	0,0	83	0,0	83	0,0	83	0,0	83	NaN	83	2,1	
84	4,2E+2	84	7,6E+7	84	0,0	84	0,1	84	0,2	84	0,8	84	1,9	84	1,6	84	2,6	84	0,4	84	0,1	84	0,0	84	0,1	84	0,7	84	0,0	84	0,0	84	0,0	84	0,3	84	0,1	84	0,2	84	0,0	84	0,0	84	0,1	84	0,0	84	0,0	84	0,0	84	0,0	84	0,0	84	NaN	84	2,2	
85	4,4E+2	85	7,4E+7	85	0,0	85	0,1	85	0,2	85	0,8	85	1,7	85	1,5	85	2,1	85	0,5	85	0,1	85	0,0	85	0,1	85	0,7	85	0,0	85	0,0	85	0,0	85	0,3	85	0,1	85	0,2	85	0,0	85	0,0	85	0,0	85	0,0	85	0,0	85	0,0	85	0,0	85	0,0	85	NaN	85	1,8	
86	4,4E+2	86	7,4E+7	86	0,0	86	0,1	86	0,2	86	0,8	86	2,0	86	1,4	86	2,3	86	0,4	86	0,1	86	0,1	86	0,2	86	0,7	86	0,0	86	0,0	86	0,0	86	0,4	86	0,1	86	0,2	86	0,0	86	0,0	86	0,0	86	0,0	86	0,0	86	0,0	86	0,0	86	0,0	86	NaN	86	2,1	
87	4,3E+2	87	7,6E+7	87	0,0	87	0,1	87	0,2	87	0,8	87	1,7	87	1,2	87	2,2	87	0,3	87	0,1	87	0,0	87	0,1	87	0,7	87	0,0	87	0,0	87	0,0	87	0,3	87	0,1	87	0,3	87	0,0	87	0,0	87	0,0	87	0,0	87	0,0	87	0,0	87	0,0	87	0,0	87	NaN	87	1,7	
88	4,3E+2	88	7,6E+7	88	0,0	88	0,1	88	0,2	88	0,8	88	1,9	88	1,3	88	2,0	88	0,3	88	0,1	88	0,0	88	0,1	88	0,5	88	0,0	88	0,0	88	0,0	88	0,3	88	0,1	88	0,1	88	0,0	88	0,0	88	0,0	88	0,0	88	0,0	88	0,0	88	0,0	88	0,0	88	NaN	88	1,4	
89	4,3E+2	89	7,5E+7	89	0,0	89	0,1	89	0,2	89	0,8	89	1,8	89	1,2	89	2,0	89	0,3	89	0,1	89	0,0	89	0,1	89	0,6	89	0,0	89	0,0	89	0,0	89	0,2	89	0,1	89	0,2	89	0,1	89	0,0	89	0,0	89	0,0	89	0,0	89	0,0	89	0,0	89	0,0	89	NaN	89	2,1	
90	4,2E+2	90	7,5E+7	90	0,0	90	0,1	90	0,2	90	0,8	90	2,2	90	1,3	90	2,0	90	0,3	90	0,1	90	0,1	90	0,1	90	0,5	90	0,0	90	0,0	90	0,0	90	0,4	90	0,1	90	0,2	90	0,0	90	0,0	90	0,0	90	0,0	90	0,0	90	0,0	90	0,0	90	0,0	90	NaN	90	1,9	
91	4,2E+2	91	7,7E+7	91	0,0	91	0,1	91	0,2	91	0,8	91	1,5	91	1,1	91	1,9	91	0,3	91	0,1	91	0,1	91	0,1	91	0,5	91	0,0	91	0,0	91	0,0	91	0,3	91	0,1	91	0,1	91	0,0	91	0,0	91	0,0	91	0,0	91	0,0	91	0,0	91	0,0	91	0,0	91	NaN	91	2,1	
92	4,4E+2	92	7,5E+7	92	0,0	92	0,1	92	0,2	92	0,8	92	1,5	92	1,2	92	1,5	92	0,4	92	0,1	92	0,0	92	0,1	92	0,3	92	0,0	92	0,0	92	0,0	92	0,4	92	0,1	92	0,1	92	0,0	92	0,0	92	0,0	92	0,0	92	0,0	92	0,0	92	0,0	92	0,0	92	NaN	92	1,6	
93	4,2E+2	93	7,7E+7	93	0,0	93	0,1	93	0,2	93	0,8	93	1,8	93	1,2	93	1,7	93	0,3	93	0,1	93	0,0	93	0,1	93	0,5	93	0,0	93	0,0	93	0,0	93	0,2	93	0,0	93	0,2	93	0,0	93	0,0	93	0,0	93	0,0	93	0,0	93	0,0	93	0,0	93	0,0	93	NaN	93	1,7	
94	4,4E+2	94	7,5E+7	94	0,0	94	0,1	94	0,2	94	0,8	94	1,7	94	1,0	94	1,6	94	0,2	94	0,1	94	0,1	94	0,1	94	0,5	94	0,0	94	0,0	94	0,0	94	0,4	94	0,2	94	0,1	94	0,0	94	0,0	94	0,0	94	0,0	94	0,0	94	0,0	94	0,0	94	0,0	94	NaN	94	1,7	
95	4,4E+2	95	7,4E+7	95	0,0	95	0,1	95	0,2	95	0,8	95	2,0	95	1,2	95	1,8	95	0,2	95	0,1	95	0,0	95	0,1	95	0,4	95	0,0	95	0,0	95	0,0	95	0,3	95	0,1	95	0,1	95	0,0	95	0,0	95	0,0	95	0,0	95	0,0	95	0,0	95	0,0	95	0,0	95	NaN	95	2,0	
96	4,2E+2	96	7,5E+7	96	0,0	96	0,1	96	0,2	96	0,8	96	1,8	96	0,9	96	1,4	96	0,2	96	0,0	96	0,0	96	0,1	96	0,5	96	0,0	96	0,0	96	0,0	96	0,4	96	0,1	96	0,1	96	0,0	96	0,0	96	0,0	96	0,0	96	0,0	96	0,0	96	0,0	96	0,0	96	NaN	96	2,0	
97	4,4E+2	97	7,6E+7	97	0,0	97	0,1	97	0,2	97	0,8	97	1,6	97	1,1	97	1,7	97	0,4	97	0,1	97	0,0	97	0,1	97	0,3	97	0,0	97	0,0	97	0,0	97	0,4	97	0,1	97	0,2	97	0,0	97	0,0	97	0,0	97	0,0	97	0,0	97	0,0	97	0,0	97	0,0	97	NaN	97	2,1	
98	4,3E+2	98	7,5E+7	98	0,0	98	0,1	98	0,2	98	0,8	98	1,8	98	1,0	98	1,6	98	0,3	98	0,1	98	0,0	98	0,1	98	0,5	98	0,0	98	0,0	98	0,0	98	0,3	98	0,0	98	0,1	98	0,1	98	0,0	98	0,0	98	0,0	98	0,0	98	0,0	98	0,0	98	0,0	98	NaN	98	1,8	
99	4,2E+2	99	7,6E+7	99	0,0	99	0,1	99	0,2	99	0,8	99	1,7	99	0,9	99	1,6	99	0,3	99	0,1	99	0,0	99	0,1	99	0,4	99	0,0	99	0,0	99	0,0	99	0,3	99	0,0	99	0,1	99	0,0	99	0,0	99	0,0	99	0,0	99	0,0	99	0,0	99	0,0	99	0,0	99	NaN	99	1,5	
100	4,4E+2	100	7,3E+7	100	0,0	100	0,1	100	0,2	100	0,8	100	2,1	100	1,0	100	1,7	100	0,3	100	0,2	100	0,0	100	0,1	100	0,4	100	0,0	100	0,0	100	0,0	100	0,3	100	0,1	100	0,2	100	0,1	100	0,0	100	0,0	100	0,0	100	0,0	100	0,0	100	0,0	100	0,0	100	NaN	100	2,0	
101	4,3E+2	101	7,5E+7	101	0,0	101	0,1	101	0,2	101	0,8	101	1,8	101	1,0	101	1,6	101	0,3	101	0,1	101	0,0	101	0,1	101	0,3	101	0,0	101	0,0	101	0,0	101	0,2	101	0,1	101	0,1	101	0,0	101	0,0	101	0,0	101	0,0	101	0,0	101	0,0	101	0,0	101	0,0	101	NaN	101	1,7	
102	4,3E+2	102	7,4E+7	102	0,0	102	0,1	102	0,2	102	0,8	102	2,1	102	0,9	102	1,4	102	0,4	102	0,1	102	0,1	102	0,1	102	0,4	102	0,0	102	0,0	102	0,0	102	0,3	102	0,1	102	0,1	102	0,0	102	0,0	102	0,0	102	0,0	102	0,0	102	0,0	102	0,0	102	0,0	102	NaN	102	1,8	
103	4,4E+2	103	7,4E+7	103	0,0	103	0,1	103	0,2	103	0,8	103	1,8	103	0,9	103	1,4	103	0,3	103	0,1	103	0,0	103	0,1	103	0,4	103	0,0	103	0,0	103	0,0	103	0,3	103	0,1	103	0,1	103	0,0	103	0,0	103	0,0	103	0,0	103	0,0	103	0,0	103	0,0	103	0,0	103	NaN	103	2,1	
104	4,2E+2	104	7,6E+7	104	0,0	104	0,1	104	0,2	104	0,8	104	1,9	104	0,9	104	1,4	104	0,3	104	0,1	104	0,1	104	0,1	104	0,3	104	0,0	104	0,0	104	0,0	104	0,3	104	0,1	104	0,1	104	0,0	104	0,0	104	0,0	104	0,0	104	0,0	104	0,0	104	0,0	104	0,0	104	NaN	104	1,7	
105	4,2E+2	105	7,7E+7	105	0,0	105	0,1	105	0,2	105	0,8	105	1,5	105	0,7	105	1,3	105	0,3	105	0,2	105	0,1	105	0,1	105	0,4	105	0,0	105	0,0	105	0,0	105	0,5	105	0,1	105	0,2	105	0,0	105	0,0	105	0,1	105	0,0	105	0,0	105	0,0	105	0,0	105	0,0	105	NaN	105	1,8	
106	4,4E+2	106	7,5E+7	106	0,0	106	0,1	106	0,2	106	0,8	106	2,0	106	0,8	106	1,6	106	0,3	106	0,1	106	0,0	106	0,1	106	0,3	106	0,0	106	0,0	106	0,0	106	0,4	106	0,1	106	0,1	106	0,0	106	0,0	106	0,0	106	0,0	106	0,0	106	0,0	106	0,0	106	0,0	106	Inf	106	1,8	
107	4,2E+2	107	7,6E+7	107	0,0	107	0,1	107	0,2	107	0,8	107	1,7	107	0,8	107	1,3	107	0,2	107	0,1	107	0,0	107	0,1	107	0,3	107	0,0	107	0,0	107	0,0	107	0,2	107	0,1	107	0,1	107	0,0	107	0,0	107	0,0	107	0,0	107	0,0	107	0,0	107	0,0	107	0,0	107	NaN	107	1,8	
108	4,2E+2	108	7,7E+7	108	0,0	108	0,1	108	0,2	108	0,8	108	1,8	108	0,7	108	1,1	108	0,3	108	0,1	108	0,1	108	0,1	108	0,3	108	0,0	108	0,0	108	0,0	108	0,4	108	0,1	108	0,2	108	0,0	108	0,0	108	0,0	108	0,0	108	0,0	108	0,0	108	0,0	108	0,0	108	NaN	108	1,8	
109	4,3E+2	109	7,5E+7	109	0,0	109	0,1	109	0,2	109	0,8	109	1,6	109	1,0	109	0,9	109	0,3	109	0,1	109	0,0	109	0,1	109	0,4	109	0,0	109	0,0	109	0,0	109	0,3	109	0,1	109	0,0	109	0,0	109	0,0	109	0,0	109	0,0	109	0,0	109	0,0	109	0,0	109	0,0	109	Inf	109	1,4	
110	4,2E+2	110	7,6E+7	110	0,0	110	0,1	110	0,2	110	0,8	110	1,6	110	1,0	110	1,1	110	0,2	110	0,1	110	0,0	110	0,1	110	0,3	110	0,0	110	0,0	110	0,0	110	0,4	110	0,1	110	0,1	110	0,0	110	0,0	110	0,0	110	0,0	110	0,0	110	0,0	110	0,0	110	0,0	110	NaN	110	1,8	
111	4,2E+2	111	7,6E+7	111	0,0	111	0,1	111	0,2	111	0,8	111	1,7	111	0,8	111	1,1	111	0,4	111	0,1	111	0,0	111	0,1	111	0,3	111	0,0	111	0,0	111	0,0	111	0,4	111	0,0	111	0,0	111	0,0	111	0,0	111	0,0	111	0,0	111	0,0	111	0,0	111	0,0	111	0,0	111	NaN	111	1,5	
112	4,1E+2	112	7,7E+7	112	0,0	112	0,1	112	0,2	112	0,8	112	1,9	112	0,8	112	1,1	112	0,4	112	0,1	112	0,0	112	0,1	112	0,4	112	0,0	112	0,0	112	0,0	112	0,3	112	0,1	112	0,2	112	0,0	112	0,0	112	0,0	112	0,0	112	0,0	112	0,0	112	0,0	112	0,0	112	NaN	112	1,8	
113	4,2E+2	113	7,6E+7	113	0,0	113	0,1	113	0,2	113	0,8	113	1,9	113	1,0	113	1,2	113	0,2	113	0,1	113	0,0	113	0,1	113	0,2	113	0,0	113	0,0	113	0,0	113	0,3	113	0,1	113	0,1	113	0,0	113	0,0	113	0,0	113	0,0	113	0,0	113	0,0	113	0,0	113	0,0	113	NaN	113	1,8	
114	4,2E+2	114	7,6E+7	114	0,0	114	0,1	114	0,2	114	0,8	114	1,8	114	0,7	114	1,1	114	0,2	114	0,2	114	0,0	114	0,0	114	0,3	114	0,0	114	0,0	114	0,0	114	0,2	114	0,2	114	0,1	114	0,0	114	0,0	114	0,0	114	0,0	114	0,0	114	0,0	114	0,0	114	0,0	114	NaN	114	1,8	
115	4,2E+2	115	7,6E+7	115	0,0	115	0,1	115	0,2	115	0,8	115	1,6	115	0,7	115	1,0	115	0,3	115	0,1	115	0,0	115	0,1	115	0,3	115	0,0	115	0,0	115	0,0	115	0,3	115	0,1	115	0,1	115	0,0	115	0,0	115	0,0	115	0,0	115	0,0	115	0,0	115	0,0	115	0,0	115	NaN	115	2,1	
116	4,3E+2	116	7,5E+7	116	0,0	116	0,1	116	0,2	116	0,8	116	1,8	116	0,8	116	1,0	116	0,2	116	0,1	116	0,0	116	0,1	116	0,3	116	0,0	116	0,0	116	0,0	116	0,2	116	0,1	116	0,1	116	0,0	116	0,0	116	0,0	116	0,0	116	0,0	116	0,0	116	0,0	116	0,0	116	NaN	116	2,0	
117	4,2E+2	117	7,5E+7	117	0,0	117	0,1	117	0,2	117	0,8	117	1,3	117	0,6	117	1,0	117	0,3	117	0,1	117	0,0	117	0,2	117	0,3	117	0,0	117	0,0	117	0,0	117	0,3	117	0,1	117	0,1	117	0,0	117	0,0	117	0,0	117	0,0	117	0,0	117	0,0	117	0,0	117	0,0	117	NaN	117	1,8	
118	4,2E+2	118	7,5E+7	118	0,0	118	0,1	118	0,2	118	0,8	118	1,7	118	0,8	118	1,1	118	0,3	118	0,1	118	0,0	118	0,1	118	0,2	118	0,0	118	0,0	118	0,0	118	0,3	118	0,0	118	0,1	118	0,0	118	0,0	118	0,0	118	0,0	118	0,0	118	0,0	118	0,0	118	0,0	118	NaN	118	1,7	
119	4,3E+2	119	7,5E+7	119	0,0	119	0,1	119	0,2	119	0,8	119	1,7	119	0,7	119	1,0	119	0,4	119	0,1	119	0,0	119	0,1	119	0,3	119	0,0	119	0,0	119	0,0	119	0,3	119	0,1	119	0,1	119	0,1	119	0,0	119	0,0	119	0,0	119	0,0	119	0,0	119	0,0	119	0,0	119	NaN	119	2,0	
120	4,2E+2	120	7,6E+7	120	0,0	120	0,1	120	0,2	120	0,8	120	1,8	120	0,9	120	1,3	120	0,2	120	0,2	120	0,0	120	0,1	120	0,2	120	0,0	120	0,0	120	0,0	120	0,3	120	0,0	120	0,1	120	0,0	120	0,0	120	0,0	120	0,0	120	0,0	120	0,0	120	0,0	120	0,0	120	NaN	120	1,9	
121	4,3E+2	121	7,5E+7	121	0,0	121	0,1	121	0,2	121	0,8	121	1,6	121	1,8	121	2,8	121	0,3	121	0,1	121	0,0	121	0,1	121	0,2	121	0,0	121	0,0	121	0,0	121	0,3	121	0,1	121	0,3	121	0,0	121	0,0	121	0,0	121	0,0	121	0,0	121	0,0	121	0,0	121	0,0	121	NaN	121	2,0	
122	4,2E+2	122	7,5E+7	122	0,0	122	0,1	122	0,2	122	0,8	122	1,6	122	1,4	122	2,2	122	0,3	122	0,2	122	0,1	122	0,1	122	0,2	122	0,0	122	0,0	122	0,0	122	0,3	122	0,1	122	0,2	122	0,0	122	0,0	122	0,0	122	0,0	122	0,0	122	0,0	122	0,0	122	0,0	122	Inf	122	1,5	
123	4,2E+2	123	7,7E+7	123	0,0	123	0,1	123	0,2	123	0,8	123	1,4	123	1,1	123	2,3	123	0,2	123	0,2	123	0,0	123	0,1	123	0,3	123	0,0	123	0,0	123	0,0	123	0,4	123	0,0	123	0,2	123	0,0	123	0,0	123	0,0	123	0,0	123	0,0	123	0,0	123	0,0	123	0,0	123	NaN	123	1,7	
124	4,2E+2	124	7,6E+7	124	0,0	124	0,1	124	0,2	124	0,8	124	1,6	124	0,8	124	0,9	124	0,2	124	0,2	124	0,0	124	0,1	124	0,2	124	0,0	124	0,0	124	0,0	124	0,3	124	0,0	124	0,0	124	0,0	124	0,0	124	0,0	124	0,0	124	0,0	124	0,0	124	0,0	124	0,0	124	NaN	124	1,7	
125	4,3E+2	125	7,5E+7	125	0,0	125	0,1	125	0,2	125	0,8	125	1,6	125	0,5	125	0,9	125	0,2	125	0,1	125	0,0	125	0,1	125	0,2	125	0,0	125	0,0	125	0,0	125	0,3	125	0,1	125	0,1	125	0,0	125	0,0	125	0,0	125	0,0	125	0,0	125	0,0	125	0,0	125	0,0	125	NaN	125	1,8	
126	4,4E+2	126	7,3E+7	126	0,0	126	0,1	126	0,2	126	0,8	126	1,6	126	0,6	126	0,7	126	0,2	126	0,1	126	0,0	126	0,1	126	0,2	126	0,0	126	0,0	126	0,0	126	0,3	126	0,1	126	0,1	126	0,0	126	0,0	126	0,0	126	0,0	126	0,0	126	0,0	126	0,0	126	0,0	126	NaN	126	1,5	
127	4,2E+2	127	7,5E+7	127	0,0	127	0,1	127	0,2	127	0,8	127	2,0	127	0,9	127	0,8	127	0,2	127	0,2	127	0,0	127	0,1	127	0,3	127	0,0	127	0,0	127	0,0	127	0,4	127	0,1	127	0,2	127	0,0	127	0,0	127	0,0	127	0,0	127	0,0	127	0,0	127	0,0	127	0,0	127	NaN	127	1,5	
128	4,1E+2	128	7,5E+7	128	0,0	128	0,1	128	0,2	128	0,8	128	1,8	128	0,8	128	1,1	128	0,2	128	0,1	128	0,1	128	0,1	128	0,3	128	0,0	128	0,0	128	0,0	128	0,4	128	0,1	128	0,1	128	0,0	128	0,0	128	0,0	128	0,0	128	0,0	128	0,0	128	0,0	128	0,0	128	NaN	128	1,7	
129	4,3E+2	129	7,4E+7	129	0,0	129	0,1	129	0,2	129	0,8	129	2,0	129	0,6	129	1,0	129	0,3	129	0,1	129	0,0	129	0,1	129	0,2	129	0,0	129	0,0	129	0,0	129	0,3	129	0,1	129	0,1	129	0,0	129	0,0	129	0,0	129	0,0	129	0,0	129	0,0	129	0,0	129	0,0	129	NaN	129	1,6	
