Cycle - m/z 18.00 ch0	Amplitude - m/z 18.00 ch0	Cycle - m/z 21.00 ch1	Amplitude - m/z 21.00 ch1	Cycle - m/z 25.00 ch2	Amplitude - m/z 25.00 ch2	Cycle - m/z 30.00 ch3	Amplitude - m/z 30.00 ch3	Cycle - m/z 32.00 ch4	Amplitude - m/z 32.00 ch4	Cycle - m/z 37.00 ch5	Amplitude - m/z 37.00 ch5	Cycle - m/z 59.00 ch6	Amplitude - m/z 59.00 ch6	Cycle - m/z 107.00 ch7	Amplitude - m/z 107.00 ch7	Cycle - m/z 137.00 ch8	Amplitude - m/z 137.00 ch8	Cycle - m/z 121.00 ch9	Amplitude - m/z 121.00 ch9	Cycle - m/z 123.00 ch10	Amplitude - m/z 123.00 ch10	Cycle - m/z 151.00 ch11	Amplitude - m/z 151.00 ch11	Cycle - m/z 153.00 ch12	Amplitude - m/z 153.00 ch12	Cycle - m/z 165.00 ch13	Amplitude - m/z 165.00 ch13	Cycle - m/z 213.00 ch14	Amplitude - m/z 213.00 ch14	Cycle - m/z 229.00 ch15	Amplitude - m/z 229.00 ch15	Cycle - m/z 271.00 ch16	Amplitude - m/z 271.00 ch16	Cycle - m/z 109.00 ch17	Amplitude - m/z 109.00 ch17	Cycle - m/z 131.00 ch18	Amplitude - m/z 131.00 ch18	Cycle - m/z 138.00 ch19	Amplitude - m/z 138.00 ch19	Cycle - m/z 167.00 ch20	Amplitude - m/z 167.00 ch20	Cycle - m/z 179.00 ch21	Amplitude - m/z 179.00 ch21	Cycle - m/z 181.00 ch22	Amplitude - m/z 181.00 ch22	Cycle - m/z 193.00 ch23	Amplitude - m/z 193.00 ch23	Cycle - m/z 205.00 ch24	Amplitude - m/z 205.00 ch24	Cycle - m/z 285.00 ch25	Amplitude - m/z 285.00 ch25	Cycle - m/z 295.00 ch26	Amplitude - m/z 295.00 ch26	Cycle - m/z 299.00 ch27	Amplitude - m/z 299.00 ch27	Cycle - m/z 327.00 ch28	Amplitude - m/z 327.00 ch28	Cycle - m/z 59.00 ch29	Amplitude - m/z 59.00 ch29	
63	6,0E+2	63	7,4E+7	63	0,0	63	0,1	63	0,2	63	1,0	63	2,3	63	8,3	63	96,6	63	0,8	63	0,3	63	0,1	63	0,2	63	6,1	63	0,0	63	0,0	63	0,0	63	0,7	63	0,1	63	7,5	63	0,1	63	0,1	63	0,1	63	0,0	63	0,0	63	0,0	63	0,0	63	0,0	63	NaN	63	2,4	
64	5,9E+2	64	7,4E+7	64	0,0	64	0,1	64	0,2	64	1,0	64	2,1	64	8,2	64	90,1	64	0,7	64	0,4	64	0,1	64	0,2	64	6,7	64	0,0	64	0,0	64	0,0	64	0,9	64	0,1	64	7,9	64	0,1	64	0,0	64	0,1	64	0,0	64	0,0	64	0,0	64	0,0	64	0,0	64	NaN	64	2,2	
65	5,8E+2	65	7,6E+7	65	0,0	65	0,1	65	0,2	65	1,0	65	2,3	65	7,2	65	83,7	65	0,8	65	0,2	65	0,1	65	0,2	65	6,5	65	0,0	65	0,0	65	0,0	65	0,9	65	0,1	65	7,6	65	0,1	65	0,0	65	0,1	65	0,0	65	0,0	65	0,0	65	0,0	65	0,0	65	NaN	65	2,4	
66	5,6E+2	66	7,8E+7	66	0,0	66	0,1	66	0,2	66	0,9	66	1,9	66	7,2	66	78,1	66	0,9	66	0,2	66	0,1	66	0,2	66	5,9	66	0,0	66	0,0	66	0,0	66	0,6	66	0,0	66	6,5	66	0,1	66	0,0	66	0,1	66	0,0	66	0,0	66	0,0	66	0,0	66	0,0	66	NaN	66	1,7	
67	5,9E+2	67	7,5E+7	67	0,0	67	0,1	67	0,2	67	1,0	67	2,0	67	7,7	67	78,3	67	0,7	67	0,2	67	0,1	67	0,2	67	6,5	67	0,0	67	0,0	67	0,0	67	0,7	67	0,1	67	7,1	67	0,1	67	0,0	67	0,1	67	0,0	67	0,0	67	0,0	67	0,0	67	0,0	67	NaN	67	2,4	
68	5,8E+2	68	7,6E+7	68	0,0	68	0,1	68	0,2	68	1,0	68	2,1	68	7,5	68	75,0	68	0,9	68	0,2	68	0,1	68	0,2	68	6,8	68	0,0	68	0,0	68	0,0	68	0,9	68	0,1	68	6,7	68	0,1	68	0,0	68	0,1	68	0,0	68	0,0	68	0,0	68	0,0	68	0,0	68	NaN	68	2,4	
69	5,8E+2	69	7,5E+7	69	0,0	69	0,1	69	0,2	69	1,0	69	2,1	69	8,1	69	73,2	69	0,7	69	0,2	69	0,1	69	0,2	69	6,9	69	0,0	69	0,0	69	0,0	69	0,9	69	0,1	69	6,1	69	0,1	69	0,0	69	0,1	69	0,0	69	0,0	69	0,0	69	0,0	69	0,0	69	NaN	69	2,1	
70	5,5E+2	70	7,7E+7	70	0,0	70	0,1	70	0,2	70	0,9	70	2,0	70	7,6	70	67,6	70	0,8	70	0,2	70	0,1	70	0,1	70	6,4	70	0,0	70	0,0	70	0,0	70	0,7	70	0,0	70	5,8	70	0,1	70	0,1	70	0,1	70	0,0	70	0,0	70	0,0	70	0,0	70	0,0	70	NaN	70	2,2	
71	5,8E+2	71	7,3E+7	71	0,0	71	0,1	71	0,2	71	1,0	71	2,7	71	7,1	71	71,1	71	0,7	71	0,3	71	0,1	71	0,2	71	7,2	71	0,0	71	0,0	71	0,0	71	0,6	71	0,0	71	6,1	71	0,1	71	0,0	71	0,1	71	0,0	71	0,0	71	0,0	71	0,0	71	0,0	71	NaN	71	2,3	
72	5,7E+2	72	7,6E+7	72	0,0	72	0,1	72	0,2	72	0,9	72	2,2	72	6,9	72	66,9	72	0,8	72	0,3	72	0,1	72	0,2	72	6,8	72	0,0	72	0,0	72	0,0	72	0,6	72	0,1	72	5,9	72	0,1	72	0,0	72	0,1	72	0,0	72	0,0	72	0,0	72	0,0	72	0,0	72	NaN	72	2,2	
73	5,7E+2	73	7,5E+7	73	0,0	73	0,1	73	0,2	73	1,0	73	2,2	73	8,0	73	64,2	73	0,8	73	0,2	73	0,2	73	0,2	73	7,0	73	0,0	73	0,0	73	0,0	73	0,6	73	0,1	73	5,5	73	0,1	73	0,0	73	0,1	73	0,0	73	0,0	73	0,0	73	0,0	73	0,0	73	NaN	73	2,1	
74	5,5E+2	74	7,8E+7	74	0,0	74	0,1	74	0,2	74	0,9	74	2,2	74	7,0	74	59,9	74	0,7	74	0,3	74	0,1	74	0,3	74	7,0	74	0,0	74	0,0	74	0,0	74	0,6	74	0,0	74	5,4	74	0,1	74	0,0	74	0,1	74	0,0	74	0,0	74	0,0	74	0,0	74	0,0	74	NaN	74	1,9	
75	5,7E+2	75	7,5E+7	75	0,0	75	0,1	75	0,2	75	1,0	75	2,1	75	7,7	75	60,8	75	0,7	75	0,2	75	0,1	75	0,2	75	7,3	75	0,0	75	0,0	75	0,0	75	0,9	75	0,1	75	5,3	75	0,2	75	0,0	75	0,1	75	0,0	75	0,0	75	0,0	75	0,0	75	0,0	75	NaN	75	2,2	
76	5,4E+2	76	7,6E+7	76	0,0	76	0,1	76	0,2	76	0,9	76	2,1	76	7,3	76	57,6	76	0,6	76	0,3	76	0,1	76	0,1	76	7,0	76	0,0	76	0,0	76	0,0	76	0,6	76	0,1	76	5,1	76	0,1	76	0,0	76	0,1	76	0,0	76	0,0	76	0,0	76	0,0	76	0,0	76	NaN	76	2,3	
77	5,6E+2	77	7,6E+7	77	0,0	77	0,1	77	0,2	77	0,9	77	1,9	77	6,8	77	56,7	77	0,7	77	0,3	77	0,1	77	0,2	77	7,1	77	0,0	77	0,0	77	0,0	77	0,7	77	0,1	77	4,9	77	0,0	77	0,0	77	0,1	77	0,0	77	0,0	77	0,0	77	0,0	77	0,0	77	NaN	77	2,4	
78	5,5E+2	78	7,6E+7	78	0,0	78	0,1	78	0,2	78	0,9	78	1,9	78	7,4	78	55,3	78	0,6	78	0,3	78	0,1	78	0,2	78	7,7	78	0,0	78	0,0	78	0,0	78	0,8	78	0,1	78	4,7	78	0,1	78	0,0	78	0,1	78	0,0	78	0,0	78	0,0	78	0,0	78	0,0	78	NaN	78	2,2	
79	5,5E+2	79	7,7E+7	79	0,0	79	0,1	79	0,2	79	0,9	79	2,5	79	7,0	79	53,1	79	0,8	79	0,2	79	0,2	79	0,1	79	7,7	79	0,0	79	0,0	79	0,0	79	0,6	79	0,0	79	4,2	79	0,2	79	0,0	79	0,1	79	0,0	79	0,0	79	0,0	79	0,0	79	0,0	79	NaN	79	2,3	
80	5,7E+2	80	7,4E+7	80	0,0	80	0,1	80	0,2	80	1,0	80	2,3	80	7,3	80	53,2	80	0,6	80	0,3	80	0,1	80	0,1	80	7,2	80	0,0	80	0,0	80	0,0	80	0,8	80	0,1	80	4,8	80	0,2	80	0,0	80	0,1	80	0,0	80	0,0	80	0,0	80	0,0	80	0,0	80	NaN	80	2,0	
81	5,3E+2	81	7,7E+7	81	0,0	81	0,1	81	0,2	81	0,9	81	2,3	81	7,1	81	49,4	81	0,8	81	0,1	81	0,1	81	0,1	81	7,1	81	0,0	81	0,0	81	0,0	81	0,8	81	0,1	81	4,7	81	0,1	81	0,0	81	0,1	81	0,0	81	0,0	81	0,0	81	0,0	81	0,0	81	NaN	81	2,6	
82	5,6E+2	82	7,5E+7	82	0,0	82	0,1	82	0,2	82	0,9	82	2,1	82	8,0	82	51,5	82	0,7	82	0,3	82	0,1	82	0,2	82	7,3	82	0,0	82	0,0	82	0,0	82	0,6	82	0,1	82	4,8	82	0,1	82	0,1	82	0,1	82	0,0	82	0,0	82	0,0	82	0,0	82	0,0	82	NaN	82	2,2	
83	5,5E+2	83	7,5E+7	83	0,0	83	0,1	83	0,2	83	1,0	83	2,3	83	10,6	83	62,3	83	0,7	83	0,2	83	0,1	83	0,2	83	7,2	83	0,0	83	0,0	83	0,0	83	0,9	83	0,1	83	6,0	83	0,1	83	0,0	83	0,1	83	0,0	83	0,0	83	0,0	83	0,0	83	0,0	83	NaN	83	9,5	
84	5,5E+2	84	8,1E+7	84	0,0	84	0,1	84	0,2	84	1,6	84	5,2	84	28,7	84	3,0E+2	84	2,5	84	0,6	84	0,1	84	0,3	84	7,4	84	0,0	84	0,0	84	0,0	84	1,0	84	0,1	84	23,4	84	0,1	84	0,0	84	0,1	84	0,0	84	0,0	84	0,0	84	0,0	84	0,0	84	NaN	84	3,0	
85	5,6E+2	85	7,6E+7	85	0,0	85	0,1	85	0,2	85	1,2	85	2,4	85	19,0	85	2,6E+2	85	1,8	85	0,4	85	0,1	85	0,4	85	8,8	85	0,0	85	0,0	85	0,0	85	1,3	85	0,1	85	22,0	85	0,1	85	0,0	85	0,1	85	0,0	85	0,0	85	0,0	85	0,0	85	0,0	85	NaN	85	2,7	
86	5,6E+2	86	7,5E+7	86	0,0	86	0,1	86	0,2	86	1,1	86	2,6	86	18,1	86	2,5E+2	86	2,0	86	0,5	86	0,2	86	0,4	86	10,5	86	0,0	86	0,0	86	0,0	86	1,2	86	0,0	86	21,9	86	0,1	86	0,0	86	0,1	86	0,0	86	0,0	86	0,0	86	0,0	86	0,0	86	NaN	86	2,3	
87	5,4E+2	87	7,7E+7	87	0,0	87	0,1	87	0,2	87	1,1	87	1,8	87	16,9	87	2,3E+2	87	2,0	87	0,5	87	0,1	87	0,4	87	11,4	87	0,0	87	0,0	87	0,0	87	1,0	87	0,0	87	20,6	87	0,1	87	0,0	87	0,1	87	0,0	87	0,0	87	0,0	87	0,0	87	0,0	87	Inf	87	2,4	
88	5,3E+2	88	7,8E+7	88	0,0	88	0,1	88	0,2	88	1,0	88	2,5	88	16,1	88	2,2E+2	88	1,9	88	0,4	88	0,2	88	0,3	88	10,9	88	0,0	88	0,0	88	0,0	88	1,0	88	0,1	88	18,9	88	0,1	88	0,1	88	0,0	88	0,0	88	0,0	88	0,0	88	0,0	88	0,0	88	NaN	88	2,2	
89	5,4E+2	89	7,6E+7	89	0,0	89	0,1	89	0,2	89	1,1	89	2,3	89	15,7	89	2,2E+2	89	1,8	89	0,4	89	0,1	89	0,3	89	11,1	89	0,0	89	0,0	89	0,0	89	1,3	89	0,1	89	19,5	89	0,1	89	0,0	89	0,0	89	0,0	89	0,0	89	0,0	89	0,0	89	0,0	89	NaN	89	2,2	
90	5,3E+2	90	7,8E+7	90	0,0	90	0,1	90	0,2	90	1,0	90	1,8	90	15,4	90	2,1E+2	90	1,7	90	0,4	90	0,2	90	0,3	90	11,7	90	0,0	90	0,0	90	0,0	90	1,2	90	0,1	90	17,4	90	0,1	90	0,1	90	0,1	90	0,0	90	0,0	90	0,0	90	0,0	90	0,0	90	Inf	90	2,3	
91	5,3E+2	91	7,7E+7	91	0,0	91	0,1	91	0,2	91	1,0	91	2,8	91	15,4	91	2,0E+2	91	1,8	91	0,4	91	0,1	91	0,3	91	11,6	91	0,0	91	0,0	91	0,0	91	1,4	91	0,0	91	17,1	91	0,2	91	0,0	91	0,1	91	0,0	91	0,1	91	0,0	91	0,0	91	0,0	91	NaN	91	2,2	
92	5,2E+2	92	7,8E+7	92	0,0	92	0,1	92	0,2	92	1,0	92	2,5	92	15,7	92	1,9E+2	92	1,6	92	0,4	92	0,2	92	0,4	92	11,1	92	0,0	92	0,0	92	0,0	92	1,2	92	0,1	92	16,4	92	0,1	92	0,1	92	0,1	92	0,0	92	0,0	92	0,0	92	0,0	92	0,0	92	NaN	92	2,1	
93	5,4E+2	93	7,6E+7	93	0,0	93	0,1	93	0,2	93	1,0	93	2,2	93	15,5	93	1,9E+2	93	1,8	93	0,4	93	0,2	93	0,4	93	11,7	93	0,0	93	0,0	93	0,0	93	1,2	93	0,0	93	16,7	93	0,2	93	0,0	93	0,1	93	0,0	93	0,0	93	0,0	93	0,0	93	0,0	93	NaN	93	2,0	
94	5,2E+2	94	7,8E+7	94	0,0	94	0,1	94	0,2	94	1,0	94	1,9	94	14,4	94	1,8E+2	94	1,8	94	0,3	94	0,1	94	0,3	94	12,1	94	0,0	94	0,0	94	0,0	94	1,1	94	0,1	94	14,9	94	0,1	94	0,0	94	0,1	94	0,0	94	0,0	94	0,0	94	0,0	94	0,0	94	NaN	94	2,4	
95	5,2E+2	95	7,8E+7	95	0,0	95	0,1	95	0,2	95	1,0	95	1,8	95	14,1	95	1,7E+2	95	1,7	95	0,4	95	0,2	95	0,3	95	11,7	95	0,0	95	0,0	95	0,0	95	1,2	95	0,0	95	15,0	95	0,1	95	0,0	95	0,1	95	0,0	95	0,1	95	0,0	95	0,0	95	0,0	95	NaN	95	2,8	
96	5,2E+2	96	7,7E+7	96	0,0	96	0,1	96	0,2	96	1,0	96	2,3	96	15,8	96	1,7E+2	96	1,8	96	0,3	96	0,2	96	0,2	96	11,9	96	0,0	96	0,0	96	0,0	96	1,3	96	0,0	96	13,7	96	0,2	96	0,0	96	0,1	96	0,0	96	0,0	96	0,0	96	0,0	96	0,0	96	NaN	96	2,2	
97	5,4E+2	97	7,5E+7	97	0,0	97	0,1	97	0,2	97	1,0	97	2,3	97	14,8	97	1,7E+2	97	1,8	97	0,4	97	0,2	97	0,4	97	11,9	97	0,0	97	0,0	97	0,0	97	1,4	97	0,1	97	14,2	97	0,1	97	0,0	97	0,2	97	0,0	97	0,0	97	0,0	97	0,0	97	0,0	97	NaN	97	2,4	
98	5,3E+2	98	7,7E+7	98	0,0	98	0,1	98	0,2	98	1,0	98	2,1	98	14,6	98	1,6E+2	98	1,9	98	0,3	98	0,1	98	0,2	98	11,3	98	0,0	98	0,0	98	0,0	98	1,3	98	0,0	98	14,5	98	0,1	98	0,0	98	0,2	98	0,0	98	0,0	98	0,0	98	0,0	98	0,0	98	NaN	98	2,1	
99	5,2E+2	99	7,7E+7	99	0,0	99	0,1	99	0,2	99	1,0	99	2,1	99	14,1	99	1,5E+2	99	1,6	99	0,3	99	0,2	99	0,2	99	11,9	99	0,0	99	0,0	99	0,0	99	1,2	99	0,1	99	13,0	99	0,1	99	0,0	99	0,2	99	0,0	99	0,0	99	0,0	99	0,0	99	0,0	99	NaN	99	2,2	
100	5,2E+2	100	7,6E+7	100	0,0	100	0,1	100	0,2	100	1,0	100	2,1	100	14,1	100	1,5E+2	100	1,8	100	0,3	100	0,2	100	0,3	100	12,1	100	0,0	100	0,0	100	0,0	100	1,4	100	0,1	100	13,2	100	0,1	100	0,0	100	0,1	100	0,0	100	0,0	100	0,0	100	0,0	100	0,0	100	NaN	100	2,6	
101	5,2E+2	101	7,7E+7	101	0,0	101	0,1	101	0,2	101	1,0	101	2,1	101	13,9	101	1,5E+2	101	2,0	101	0,5	101	0,2	101	0,2	101	11,8	101	0,0	101	0,0	101	0,0	101	1,1	101	0,0	101	12,6	101	0,2	101	0,0	101	0,1	101	0,0	101	0,0	101	0,0	101	0,0	101	0,0	101	NaN	101	1,9	
102	5,1E+2	102	7,8E+7	102	0,0	102	0,1	102	0,2	102	1,0	102	1,6	102	14,5	102	1,4E+2	102	1,6	102	0,3	102	0,3	102	0,2	102	11,7	102	0,0	102	0,0	102	0,0	102	1,1	102	0,1	102	12,3	102	0,2	102	0,0	102	0,1	102	0,0	102	0,0	102	0,0	102	0,0	102	0,0	102	NaN	102	2,0	
103	5,1E+2	103	7,7E+7	103	0,0	103	0,1	103	0,2	103	1,0	103	2,5	103	14,1	103	1,4E+2	103	1,6	103	0,4	103	0,1	103	0,2	103	11,8	103	0,0	103	0,0	103	0,0	103	1,1	103	0,1	103	12,1	103	0,2	103	0,0	103	0,1	103	0,0	103	0,0	103	0,0	103	0,0	103	0,0	103	NaN	103	2,3	
104	5,1E+2	104	7,7E+7	104	0,0	104	0,1	104	0,2	104	1,0	104	2,0	104	13,5	104	1,4E+2	104	1,5	104	0,4	104	0,1	104	0,3	104	12,2	104	0,0	104	0,0	104	0,0	104	1,3	104	0,1	104	12,0	104	0,2	104	0,0	104	0,1	104	0,0	104	0,0	104	0,0	104	0,0	104	0,0	104	NaN	104	2,5	
105	5,2E+2	105	7,7E+7	105	0,0	105	0,1	105	0,2	105	1,0	105	2,1	105	13,3	105	1,3E+2	105	1,8	105	0,3	105	0,1	105	0,2	105	12,1	105	0,0	105	0,0	105	0,0	105	1,0	105	0,1	105	12,3	105	0,2	105	0,0	105	0,1	105	0,0	105	0,0	105	0,0	105	0,0	105	0,0	105	NaN	105	2,3	
106	5,1E+2	106	7,7E+7	106	0,0	106	0,1	106	0,2	106	1,0	106	1,8	106	11,8	106	1,2E+2	106	1,2	106	0,3	106	0,2	106	0,2	106	11,9	106	0,0	106	0,0	106	0,0	106	0,7	106	0,1	106	0,8	106	0,1	106	0,0	106	0,1	106	0,0	106	0,0	106	0,0	106	0,0	106	0,0	106	NaN	106	2,8	
107	5,0E+2	107	7,8E+7	107	0,0	107	0,1	107	0,2	107	0,9	107	1,9	107	0,7	107	6,5	107	0,3	107	0,1	107	0,1	107	0,1	107	7,6	107	0,0	107	0,0	107	0,0	107	0,4	107	0,1	107	0,6	107	0,1	107	0,0	107	0,1	107	0,0	107	0,0	107	0,0	107	0,0	107	0,0	107	NaN	107	1,6	
108	5,1E+2	108	7,6E+7	108	0,0	108	0,1	108	0,2	108	0,9	108	2,0	108	0,8	108	5,8	108	0,3	108	0,1	108	0,2	108	0,2	108	5,0	108	0,0	108	0,0	108	0,0	108	0,5	108	0,1	108	0,5	108	0,0	108	0,0	108	0,1	108	0,0	108	0,0	108	0,0	108	0,0	108	0,0	108	NaN	108	2,2	
