Cycle - m/z 18.00 ch0	Amplitude - m/z 18.00 ch0	Cycle - m/z 21.00 ch1	Amplitude - m/z 21.00 ch1	Cycle - m/z 25.00 ch2	Amplitude - m/z 25.00 ch2	Cycle - m/z 30.00 ch3	Amplitude - m/z 30.00 ch3	Cycle - m/z 32.00 ch4	Amplitude - m/z 32.00 ch4	Cycle - m/z 37.00 ch5	Amplitude - m/z 37.00 ch5	Cycle - m/z 59.00 ch6	Amplitude - m/z 59.00 ch6	Cycle - m/z 107.00 ch7	Amplitude - m/z 107.00 ch7	Cycle - m/z 137.00 ch8	Amplitude - m/z 137.00 ch8	Cycle - m/z 121.00 ch9	Amplitude - m/z 121.00 ch9	Cycle - m/z 123.00 ch10	Amplitude - m/z 123.00 ch10	Cycle - m/z 151.00 ch11	Amplitude - m/z 151.00 ch11	Cycle - m/z 153.00 ch12	Amplitude - m/z 153.00 ch12	Cycle - m/z 165.00 ch13	Amplitude - m/z 165.00 ch13	Cycle - m/z 213.00 ch14	Amplitude - m/z 213.00 ch14	Cycle - m/z 229.00 ch15	Amplitude - m/z 229.00 ch15	Cycle - m/z 271.00 ch16	Amplitude - m/z 271.00 ch16	Cycle - m/z 109.00 ch17	Amplitude - m/z 109.00 ch17	Cycle - m/z 131.00 ch18	Amplitude - m/z 131.00 ch18	Cycle - m/z 138.00 ch19	Amplitude - m/z 138.00 ch19	Cycle - m/z 167.00 ch20	Amplitude - m/z 167.00 ch20	Cycle - m/z 179.00 ch21	Amplitude - m/z 179.00 ch21	Cycle - m/z 181.00 ch22	Amplitude - m/z 181.00 ch22	Cycle - m/z 193.00 ch23	Amplitude - m/z 193.00 ch23	Cycle - m/z 205.00 ch24	Amplitude - m/z 205.00 ch24	Cycle - m/z 285.00 ch25	Amplitude - m/z 285.00 ch25	Cycle - m/z 295.00 ch26	Amplitude - m/z 295.00 ch26	Cycle - m/z 299.00 ch27	Amplitude - m/z 299.00 ch27	Cycle - m/z 327.00 ch28	Amplitude - m/z 327.00 ch28	Cycle - m/z 59.00 ch29	Amplitude - m/z 59.00 ch29	
41	6,5E+2	41	7,8E+7	41	0,0	41	0,1	41	0,2	41	1,2	41	3,4	41	9,7	41	97,9	41	0,6	41	0,3	41	0,0	41	0,2	41	0,8	41	0,0	41	0,0	41	0,0	41	0,8	41	0,1	41	7,0	41	0,1	41	0,0	41	0,0	41	0,0	41	0,0	41	0,0	41	0,0	41	0,0	41	NaN	41	2,5	
42	6,5E+2	42	7,5E+7	42	0,0	42	0,1	42	0,2	42	1,0	42	2,4	42	6,1	42	79,5	42	0,7	42	0,3	42	0,1	42	0,2	42	2,9	42	0,0	42	0,0	42	0,0	42	0,7	42	0,1	42	6,6	42	0,1	42	0,0	42	0,0	42	0,0	42	0,0	42	0,0	42	0,0	42	0,0	42	NaN	42	1,9	
43	6,5E+2	43	7,5E+7	43	0,0	43	0,1	43	0,2	43	1,0	43	2,4	43	7,0	43	74,6	43	0,6	43	0,1	43	0,1	43	0,3	43	4,9	43	0,0	43	0,0	43	0,0	43	0,9	43	0,0	43	6,4	43	0,1	43	0,0	43	0,0	43	0,0	43	0,0	43	0,0	43	0,0	43	0,0	43	NaN	43	1,8	
44	6,3E+2	44	7,5E+7	44	0,0	44	0,1	44	0,2	44	1,0	44	2,6	44	5,9	44	70,2	44	0,6	44	0,3	44	0,1	44	0,2	44	6,1	44	0,0	44	0,0	44	0,0	44	0,7	44	0,1	44	5,5	44	0,1	44	0,0	44	0,1	44	0,0	44	0,0	44	0,0	44	0,0	44	0,0	44	NaN	44	2,3	
45	6,3E+2	45	7,4E+7	45	0,0	45	0,1	45	0,2	45	1,0	45	2,3	45	6,1	45	64,9	45	0,6	45	0,2	45	0,1	45	0,2	45	5,7	45	0,0	45	0,0	45	0,0	45	0,7	45	0,1	45	5,5	45	0,2	45	0,0	45	0,1	45	0,0	45	0,0	45	0,0	45	0,0	45	0,0	45	NaN	45	1,9	
46	6,4E+2	46	7,3E+7	46	0,0	46	0,1	46	0,2	46	1,0	46	2,2	46	6,1	46	63,7	46	0,6	46	0,3	46	0,1	46	0,2	46	6,8	46	0,0	46	0,0	46	0,0	46	0,7	46	0,0	46	5,9	46	0,1	46	0,1	46	0,1	46	0,0	46	0,0	46	0,0	46	0,0	46	0,0	46	NaN	46	2,3	
47	6,3E+2	47	7,3E+7	47	0,0	47	0,1	47	0,2	47	1,0	47	2,2	47	6,1	47	60,8	47	0,5	47	0,3	47	0,1	47	0,3	47	6,8	47	0,0	47	0,0	47	0,0	47	0,6	47	0,1	47	5,4	47	0,1	47	0,0	47	0,0	47	0,0	47	0,0	47	0,0	47	0,0	47	0,0	47	NaN	47	2,2	
48	6,4E+2	48	7,3E+7	48	0,0	48	0,1	48	0,2	48	1,0	48	2,0	48	5,6	48	56,4	48	0,5	48	0,2	48	0,1	48	0,2	48	7,7	48	0,0	48	0,0	48	0,0	48	0,7	48	0,1	48	4,9	48	0,1	48	0,0	48	0,1	48	0,0	48	0,0	48	0,0	48	0,0	48	0,0	48	NaN	48	2,1	
49	6,2E+2	49	7,6E+7	49	0,0	49	0,1	49	0,2	49	1,0	49	2,1	49	5,6	49	50,7	49	0,6	49	0,2	49	0,1	49	0,2	49	6,6	49	0,0	49	0,0	49	0,0	49	0,4	49	0,1	49	4,1	49	0,1	49	0,1	49	0,1	49	0,0	49	0,0	49	0,0	49	0,0	49	0,0	49	NaN	49	2,6	
50	6,4E+2	50	7,4E+7	50	0,0	50	0,1	50	0,2	50	1,0	50	1,8	50	6,2	50	48,7	50	0,4	50	0,1	50	0,1	50	0,2	50	6,4	50	0,0	50	0,0	50	0,0	50	0,6	50	0,1	50	4,4	50	0,1	50	0,0	50	0,0	50	0,0	50	0,0	50	0,0	50	0,0	50	0,0	50	NaN	50	2,0	
51	6,0E+2	51	7,7E+7	51	0,0	51	0,1	51	0,2	51	1,0	51	2,1	51	5,0	51	45,9	51	0,5	51	0,2	51	0,2	51	0,1	51	7,0	51	0,0	51	0,0	51	0,0	51	0,6	51	0,0	51	4,2	51	0,1	51	0,1	51	0,0	51	0,0	51	0,0	51	0,0	51	0,0	51	0,0	51	NaN	51	2,0	
52	6,1E+2	52	7,5E+7	52	0,0	52	0,1	52	0,2	52	1,0	52	2,1	52	5,8	52	45,2	52	0,6	52	0,2	52	0,1	52	0,3	52	7,4	52	0,0	52	0,0	52	0,0	52	0,6	52	0,1	52	4,0	52	0,1	52	0,0	52	0,1	52	0,0	52	0,0	52	0,0	52	0,0	52	0,0	52	NaN	52	1,9	
53	5,9E+2	53	7,7E+7	53	0,0	53	0,1	53	0,2	53	0,9	53	2,1	53	5,4	53	40,9	53	0,5	53	0,1	53	0,1	53	0,2	53	7,1	53	0,0	53	0,0	53	0,0	53	0,7	53	0,1	53	4,0	53	0,1	53	0,0	53	0,0	53	0,0	53	0,0	53	0,0	53	0,0	53	0,0	53	Inf	53	2,0	
54	6,1E+2	54	7,5E+7	54	0,0	54	0,1	54	0,2	54	1,0	54	2,3	54	5,7	54	42,0	54	0,7	54	0,3	54	0,1	54	0,2	54	7,4	54	0,0	54	0,0	54	0,0	54	0,7	54	0,0	54	3,5	54	0,1	54	0,1	54	0,1	54	0,0	54	0,0	54	0,0	54	0,0	54	0,0	54	NaN	54	2,4	
55	6,2E+2	55	7,5E+7	55	0,0	55	0,1	55	0,2	55	1,0	55	1,6	55	5,4	55	39,6	55	0,5	55	0,2	55	0,1	55	0,2	55	6,9	55	0,0	55	0,0	55	0,0	55	0,6	55	0,1	55	3,4	55	0,1	55	0,0	55	0,0	55	0,0	55	0,0	55	0,0	55	0,0	55	0,0	55	NaN	55	2,1	
56	6,1E+2	56	7,4E+7	56	0,0	56	0,1	56	0,2	56	1,0	56	2,4	56	5,4	56	38,8	56	0,5	56	0,2	56	0,0	56	0,2	56	7,0	56	0,0	56	0,0	56	0,0	56	0,6	56	0,1	56	3,2	56	0,1	56	0,0	56	0,0	56	0,0	56	0,0	56	0,0	56	0,0	56	0,0	56	NaN	56	2,2	
57	5,8E+2	57	7,6E+7	57	0,0	57	0,1	57	0,2	57	0,9	57	1,9	57	5,2	57	36,7	57	0,6	57	0,2	57	0,1	57	0,1	57	7,5	57	0,0	57	0,0	57	0,0	57	0,7	57	0,0	57	3,3	57	0,1	57	0,0	57	0,1	57	0,0	57	0,0	57	0,0	57	0,0	57	0,0	57	Inf	57	2,5	
58	6,0E+2	58	7,5E+7	58	0,0	58	0,1	58	0,2	58	0,9	58	2,2	58	4,7	58	36,2	58	0,4	58	0,3	58	0,1	58	0,2	58	7,2	58	0,0	58	0,0	58	0,0	58	0,6	58	0,0	58	2,9	58	0,1	58	0,1	58	0,1	58	0,0	58	0,0	58	0,0	58	0,0	58	0,0	58	NaN	58	2,0	
59	6,0E+2	59	7,4E+7	59	0,0	59	0,1	59	0,2	59	1,0	59	2,2	59	5,5	59	34,5	59	0,5	59	0,2	59	0,2	59	0,1	59	7,5	59	0,0	59	0,0	59	0,0	59	0,7	59	0,1	59	3,2	59	0,1	59	0,0	59	0,1	59	0,0	59	0,0	59	0,0	59	0,0	59	0,0	59	NaN	59	2,4	
60	6,0E+2	60	7,5E+7	60	0,0	60	0,1	60	0,2	60	0,9	60	2,3	60	5,4	60	33,5	60	0,5	60	0,1	60	0,1	60	0,2	60	7,0	60	0,0	60	0,0	60	0,0	60	0,4	60	0,0	60	3,0	60	0,1	60	0,0	60	0,0	60	0,0	60	0,0	60	0,0	60	0,0	60	0,0	60	NaN	60	2,0	
61	6,0E+2	61	7,3E+7	61	0,0	61	0,1	61	0,2	61	1,0	61	2,5	61	5,5	61	35,5	61	0,6	61	0,2	61	0,1	61	0,2	61	7,1	61	0,0	61	0,0	61	0,0	61	0,7	61	0,1	61	3,4	61	0,1	61	0,0	61	0,1	61	0,0	61	0,0	61	0,0	61	0,0	61	0,0	61	Inf	61	1,9	
62	5,9E+2	62	7,4E+7	62	0,0	62	0,1	62	0,2	62	2,0	62	9,6	62	37,8	62	2,4E+2	62	1,7	62	0,3	62	0,1	62	0,3	62	7,8	62	0,0	62	0,0	62	0,0	62	1,0	62	0,1	62	14,4	62	0,1	62	0,0	62	0,0	62	0,0	62	0,0	62	0,0	62	0,0	62	0,0	62	NaN	62	2,7	
