Cycle - m/z 18.00 ch0	Amplitude - m/z 18.00 ch0	Cycle - m/z 21.00 ch1	Amplitude - m/z 21.00 ch1	Cycle - m/z 25.00 ch2	Amplitude - m/z 25.00 ch2	Cycle - m/z 30.00 ch3	Amplitude - m/z 30.00 ch3	Cycle - m/z 32.00 ch4	Amplitude - m/z 32.00 ch4	Cycle - m/z 37.00 ch5	Amplitude - m/z 37.00 ch5	Cycle - m/z 59.00 ch6	Amplitude - m/z 59.00 ch6	Cycle - m/z 107.00 ch7	Amplitude - m/z 107.00 ch7	Cycle - m/z 137.00 ch8	Amplitude - m/z 137.00 ch8	Cycle - m/z 121.00 ch9	Amplitude - m/z 121.00 ch9	Cycle - m/z 123.00 ch10	Amplitude - m/z 123.00 ch10	Cycle - m/z 151.00 ch11	Amplitude - m/z 151.00 ch11	Cycle - m/z 153.00 ch12	Amplitude - m/z 153.00 ch12	Cycle - m/z 165.00 ch13	Amplitude - m/z 165.00 ch13	Cycle - m/z 213.00 ch14	Amplitude - m/z 213.00 ch14	Cycle - m/z 229.00 ch15	Amplitude - m/z 229.00 ch15	Cycle - m/z 271.00 ch16	Amplitude - m/z 271.00 ch16	Cycle - m/z 109.00 ch17	Amplitude - m/z 109.00 ch17	Cycle - m/z 131.00 ch18	Amplitude - m/z 131.00 ch18	Cycle - m/z 138.00 ch19	Amplitude - m/z 138.00 ch19	Cycle - m/z 167.00 ch20	Amplitude - m/z 167.00 ch20	Cycle - m/z 179.00 ch21	Amplitude - m/z 179.00 ch21	Cycle - m/z 181.00 ch22	Amplitude - m/z 181.00 ch22	Cycle - m/z 193.00 ch23	Amplitude - m/z 193.00 ch23	Cycle - m/z 205.00 ch24	Amplitude - m/z 205.00 ch24	Cycle - m/z 285.00 ch25	Amplitude - m/z 285.00 ch25	Cycle - m/z 295.00 ch26	Amplitude - m/z 295.00 ch26	Cycle - m/z 299.00 ch27	Amplitude - m/z 299.00 ch27	Cycle - m/z 327.00 ch28	Amplitude - m/z 327.00 ch28	Cycle - m/z 59.00 ch29	Amplitude - m/z 59.00 ch29	
22	4,9E+2	22	7,4E+7	22	0,0	22	0,1	22	0,2	22	0,9	22	2,2	22	9,4	22	65,8	22	0,9	22	0,2	22	0,2	22	0,2	22	8,5	22	0,0	22	0,0	22	0,0	22	0,6	22	0,1	22	5,7	22	0,1	22	0,1	22	0,1	22	0,0	22	0,0	22	0,0	22	0,0	22	0,0	22	NaN	22	2,1	
23	4,7E+2	23	7,5E+7	23	0,0	23	0,1	23	0,2	23	0,9	23	2,2	23	8,8	23	63,7	23	0,8	23	0,1	23	0,1	23	0,2	23	8,9	23	0,0	23	0,0	23	0,0	23	0,7	23	0,1	23	5,3	23	0,2	23	0,0	23	0,1	23	0,0	23	0,0	23	0,0	23	0,0	23	0,0	23	NaN	23	1,9	
24	4,9E+2	24	7,3E+7	24	0,0	24	0,1	24	0,2	24	0,9	24	1,9	24	9,5	24	64,8	24	0,9	24	0,2	24	0,1	24	0,2	24	9,4	24	0,0	24	0,0	24	0,0	24	0,6	24	0,1	24	5,4	24	0,2	24	0,1	24	0,0	24	0,0	24	0,0	24	0,0	24	0,0	24	0,0	24	NaN	24	2,1	
25	4,9E+2	25	7,4E+7	25	0,0	25	0,1	25	0,2	25	0,9	25	2,3	25	9,4	25	61,1	25	1,0	25	0,1	25	0,1	25	0,2	25	8,5	25	0,0	25	0,0	25	0,0	25	0,7	25	0,2	25	5,1	25	0,2	25	0,0	25	0,1	25	0,0	25	0,0	25	0,0	25	0,0	25	0,0	25	NaN	25	2,1	
26	4,9E+2	26	7,2E+7	26	0,0	26	0,1	26	0,2	26	1,0	26	2,4	26	8,5	26	61,1	26	0,8	26	0,3	26	0,1	26	0,2	26	9,5	26	0,0	26	0,0	26	0,0	26	0,7	26	0,0	26	5,4	26	0,1	26	0,1	26	0,0	26	0,0	26	0,0	26	0,0	26	0,0	26	0,0	26	NaN	26	2,0	
27	4,7E+2	27	7,4E+7	27	0,0	27	0,1	27	0,2	27	0,9	27	2,3	27	9,3	27	58,1	27	0,7	27	0,1	27	0,1	27	0,2	27	8,3	27	0,0	27	0,0	27	0,0	27	0,7	27	0,1	27	4,8	27	0,1	27	0,0	27	0,1	27	0,0	27	0,0	27	0,0	27	0,0	27	0,0	27	NaN	27	2,2	
28	4,7E+2	28	7,6E+7	28	0,0	28	0,1	28	0,2	28	0,9	28	2,2	28	4,1	28	30,8	28	0,5	28	0,2	28	0,1	28	0,1	28	8,8	28	0,0	28	0,0	28	0,0	28	0,5	28	0,1	28	4,2	28	0,1	28	0,0	28	0,1	28	0,0	28	0,0	28	0,0	28	0,0	28	0,0	28	NaN	28	2,2	
29	4,8E+2	29	7,2E+7	29	0,0	29	0,1	29	0,2	29	1,5	29	12,4	29	18,9	29	89,1	29	1,4	29	0,3	29	0,2	29	0,2	29	8,6	29	0,0	29	0,0	29	0,0	29	0,9	29	0,1	29	19,1	29	0,1	29	0,0	29	0,1	29	0,0	29	0,0	29	0,0	29	0,0	29	0,0	29	NaN	29	4,5	
30	4,6E+2	30	7,7E+7	30	0,0	30	0,1	30	0,2	30	1,0	30	2,4	30	18,5	30	1,5E+2	30	1,8	30	0,3	30	0,1	30	0,3	30	6,7	30	0,0	30	0,0	30	0,0	30	0,7	30	0,0	30	13,3	30	0,1	30	0,0	30	0,0	30	0,0	30	0,0	30	0,0	30	0,0	30	0,0	30	NaN	30	2,0	
31	4,8E+2	31	7,4E+7	31	0,0	31	0,1	31	0,2	31	1,0	31	1,8	31	15,9	31	1,4E+2	31	1,7	31	0,4	31	0,1	31	0,2	31	8,7	31	0,0	31	0,0	31	0,0	31	0,8	31	0,1	31	11,7	31	0,1	31	0,0	31	0,1	31	0,0	31	0,0	31	0,0	31	0,0	31	0,0	31	NaN	31	2,0	
32	4,8E+2	32	7,3E+7	32	0,0	32	0,1	32	0,2	32	1,0	32	2,3	32	16,0	32	1,3E+2	32	1,7	32	0,3	32	0,3	32	0,3	32	10,3	32	0,0	32	0,0	32	0,0	32	0,8	32	0,1	32	11,7	32	0,1	32	0,1	32	0,1	32	0,0	32	0,0	32	0,0	32	0,0	32	0,0	32	NaN	32	2,2	
33	4,7E+2	33	7,4E+7	33	0,0	33	0,1	33	0,2	33	1,0	33	2,2	33	15,7	33	1,3E+2	33	1,6	33	0,3	33	0,2	33	0,2	33	10,0	33	0,0	33	0,0	33	0,0	33	0,8	33	0,1	33	10,9	33	0,1	33	0,0	33	0,1	33	0,0	33	0,0	33	0,0	33	0,0	33	0,0	33	NaN	33	2,2	
34	4,6E+2	34	7,5E+7	34	0,0	34	0,1	34	0,2	34	0,9	34	1,8	34	14,0	34	1,2E+2	34	1,6	34	0,3	34	0,2	34	0,3	34	10,5	34	0,0	34	0,0	34	0,0	34	0,6	34	0,1	34	10,4	34	0,1	34	0,1	34	0,0	34	0,0	34	0,0	34	0,0	34	0,0	34	0,0	34	NaN	34	2,5	
35	4,8E+2	35	7,4E+7	35	0,0	35	0,1	35	0,2	35	0,9	35	2,0	35	13,9	35	1,2E+2	35	1,5	35	0,3	35	0,1	35	0,2	35	10,8	35	0,0	35	0,0	35	0,0	35	0,7	35	0,1	35	10,5	35	0,1	35	0,1	35	0,1	35	0,0	35	0,0	35	0,0	35	0,0	35	0,0	35	NaN	35	2,2	
36	4,5E+2	36	7,7E+7	36	0,0	36	0,1	36	0,2	36	0,9	36	1,9	36	13,5	36	1,1E+2	36	1,5	36	0,4	36	0,1	36	0,2	36	11,2	36	0,0	36	0,0	36	0,0	36	0,6	36	0,0	36	9,2	36	0,1	36	0,1	36	0,1	36	0,0	36	0,0	36	0,0	36	0,0	36	0,0	36	NaN	36	2,2	
37	4,7E+2	37	7,4E+7	37	0,0	37	0,1	37	0,2	37	0,9	37	2,2	37	14,3	37	1,1E+2	37	1,5	37	0,3	37	0,2	37	0,2	37	11,1	37	0,0	37	0,0	37	0,0	37	0,6	37	0,1	37	9,1	37	0,1	37	0,1	37	0,1	37	0,0	37	0,0	37	0,0	37	0,0	37	0,0	37	NaN	37	2,3	
38	4,6E+2	38	7,5E+7	38	0,0	38	0,1	38	0,2	38	0,9	38	2,1	38	14,4	38	1,0E+2	38	1,3	38	0,3	38	0,1	38	0,3	38	12,1	38	0,0	38	0,0	38	0,0	38	0,8	38	0,1	38	9,1	38	0,1	38	0,0	38	0,1	38	0,0	38	0,0	38	0,0	38	0,0	38	0,0	38	NaN	38	2,1	
39	4,7E+2	39	7,5E+7	39	0,0	39	0,1	39	0,2	39	0,9	39	2,2	39	14,0	39	1,0E+2	39	1,3	39	0,3	39	0,2	39	0,3	39	11,4	39	0,0	39	0,0	39	0,0	39	0,7	39	0,1	39	8,7	39	0,1	39	0,0	39	0,1	39	0,0	39	0,0	39	0,0	39	0,0	39	0,0	39	NaN	39	2,3	
40	4,7E+2	40	7,4E+7	40	0,0	40	0,1	40	0,2	40	0,9	40	1,7	40	14,0	40	99,3	40	1,6	40	0,3	40	0,1	40	0,2	40	11,5	40	0,0	40	0,0	40	0,0	40	0,7	40	0,0	40	8,4	40	0,2	40	0,0	40	0,1	40	0,0	40	0,0	40	0,0	40	0,0	40	0,0	40	NaN	40	1,9	
41	4,7E+2	41	7,5E+7	41	0,0	41	0,1	41	0,2	41	0,9	41	2,0	41	13,4	41	92,1	41	1,6	41	0,2	41	0,2	41	0,2	41	11,0	41	0,0	41	0,0	41	0,0	41	1,0	41	0,0	41	8,6	41	0,2	41	0,0	41	0,1	41	0,0	41	0,0	41	0,0	41	0,0	41	0,0	41	NaN	41	2,0	
42	4,5E+2	42	7,5E+7	42	0,0	42	0,1	42	0,2	42	0,9	42	1,8	42	13,4	42	91,6	42	1,7	42	0,2	42	0,1	42	0,3	42	11,2	42	0,0	42	0,0	42	0,0	42	0,8	42	0,1	42	8,0	42	0,2	42	0,1	42	0,1	42	0,0	42	0,0	42	0,0	42	0,0	42	0,0	42	NaN	42	1,4	
43	4,3E+2	43	7,6E+7	43	0,0	43	0,1	43	0,2	43	0,9	43	1,9	43	13,9	43	87,8	43	1,5	43	0,3	43	0,2	43	0,2	43	10,8	43	0,0	43	0,0	43	0,0	43	0,8	43	0,0	43	6,8	43	0,2	43	0,0	43	0,1	43	0,0	43	0,0	43	0,0	43	0,0	43	0,0	43	NaN	43	2,0	
44	4,2E+2	44	7,5E+7	44	0,0	44	0,1	44	0,2	44	0,9	44	2,4	44	13,9	44	84,7	44	1,5	44	0,3	44	0,2	44	0,2	44	11,3	44	0,0	44	0,0	44	0,0	44	1,0	44	0,0	44	8,0	44	0,1	44	0,0	44	0,1	44	0,0	44	0,0	44	0,0	44	0,0	44	0,0	44	NaN	44	2,0	
45	4,2E+2	45	7,4E+7	45	0,0	45	0,1	45	0,2	45	0,9	45	1,9	45	13,2	45	85,2	45	1,4	45	0,2	45	0,2	45	0,2	45	11,8	45	0,0	45	0,0	45	0,0	45	0,9	45	0,0	45	7,2	45	0,2	45	0,0	45	0,1	45	0,0	45	0,0	45	0,0	45	0,0	45	0,0	45	NaN	45	1,7	
46	4,1E+2	46	7,5E+7	46	0,0	46	0,1	46	0,2	46	0,9	46	2,2	46	13,1	46	81,4	46	1,5	46	0,2	46	0,1	46	0,2	46	11,0	46	0,0	46	0,0	46	0,0	46	0,5	46	0,1	46	7,1	46	0,1	46	0,0	46	0,1	46	0,0	46	0,0	46	0,0	46	0,0	46	0,0	46	Inf	46	1,8	
47	4,2E+2	47	7,6E+7	47	0,0	47	0,1	47	0,2	47	0,9	47	1,8	47	14,2	47	77,5	47	1,3	47	0,2	47	0,2	47	0,2	47	11,1	47	0,0	47	0,0	47	0,0	47	0,7	47	0,0	47	6,5	47	0,2	47	0,1	47	0,1	47	0,0	47	0,0	47	0,0	47	0,0	47	0,0	47	NaN	47	2,1	
48	4,2E+2	48	7,6E+7	48	0,0	48	0,1	48	0,2	48	0,9	48	1,9	48	14,0	48	77,9	48	1,5	48	0,2	48	0,2	48	0,2	48	11,1	48	0,0	48	0,0	48	0,0	48	0,8	48	0,0	48	6,7	48	0,2	48	0,1	48	0,0	48	0,0	48	0,0	48	0,0	48	0,0	48	0,0	48	NaN	48	1,9	
49	4,1E+2	49	7,7E+7	49	0,0	49	0,1	49	0,2	49	0,9	49	1,9	49	14,1	49	75,6	49	1,3	49	0,3	49	0,2	49	0,2	49	10,8	49	0,0	49	0,0	49	0,0	49	0,8	49	0,1	49	6,4	49	0,2	49	0,1	49	0,1	49	0,0	49	0,0	49	0,0	49	0,0	49	0,0	49	NaN	49	1,5	
50	4,3E+2	50	7,4E+7	50	0,0	50	0,1	50	0,2	50	0,9	50	1,8	50	14,0	50	75,4	50	1,5	50	0,4	50	0,2	50	0,2	50	11,6	50	0,0	50	0,0	50	0,0	50	0,6	50	0,1	50	6,6	50	0,1	50	0,1	50	0,1	50	0,0	50	0,0	50	0,0	50	0,0	50	0,0	50	NaN	50	1,8	
51	4,3E+2	51	7,4E+7	51	0,0	51	0,1	51	0,2	51	1,4	51	9,5	51	40,6	51	2,0E+2	51	3,9	51	0,5	51	0,2	51	0,3	51	11,6	51	0,0	51	0,0	51	0,0	51	1,0	51	0,1	51	26,9	51	0,1	51	0,0	51	0,1	51	0,0	51	0,0	51	0,0	51	0,0	51	0,0	51	NaN	51	5,0	
52	4,3E+2	52	7,6E+7	52	0,0	52	0,1	52	0,2	52	1,0	52	3,1	52	25,2	52	2,0E+2	52	3,0	52	0,4	52	0,1	52	0,5	52	9,5	52	0,0	52	0,0	52	0,0	52	0,9	52	0,0	52	20,8	52	0,2	52	0,0	52	0,1	52	0,0	52	0,0	52	0,0	52	0,0	52	0,0	52	NaN	52	2,4	
53	4,3E+2	53	7,6E+7	53	0,0	53	0,1	53	0,2	53	1,0	53	2,1	53	26,7	53	2,1E+2	53	2,6	53	0,4	53	0,1	53	0,4	53	11,8	53	0,0	53	0,0	53	0,0	53	0,7	53	0,1	53	20,3	53	0,1	53	0,1	53	0,1	53	0,0	53	0,0	53	0,0	53	0,0	53	0,0	53	NaN	53	2,2	
54	4,2E+2	54	7,5E+7	54	0,0	54	0,1	54	0,2	54	0,9	54	2,1	54	28,6	54	2,2E+2	54	2,7	54	0,4	54	0,2	54	0,5	54	13,1	54	0,0	54	0,0	54	0,0	54	0,9	54	0,1	54	20,0	54	0,2	54	0,0	54	0,1	54	0,0	54	0,0	54	0,0	54	0,0	54	0,0	54	NaN	54	2,2	
55	4,1E+2	55	7,6E+7	55	0,0	55	0,1	55	0,2	55	0,9	55	1,7	55	27,0	55	2,1E+2	55	2,4	55	0,5	55	0,1	55	0,4	55	14,2	55	0,0	55	0,0	55	0,0	55	1,0	55	0,1	55	16,8	55	0,1	55	0,1	55	0,1	55	0,0	55	0,0	55	0,0	55	0,0	55	0,0	55	NaN	55	2,0	
56	4,1E+2	56	7,7E+7	56	0,0	56	0,1	56	0,2	56	0,9	56	2,2	56	27,1	56	2,0E+2	56	2,7	56	0,4	56	0,2	56	0,4	56	14,1	56	0,0	56	0,0	56	0,0	56	0,7	56	0,0	56	18,2	56	0,2	56	0,0	56	0,1	56	0,0	56	0,0	56	0,0	56	0,0	56	0,0	56	NaN	56	1,9	
57	4,1E+2	57	7,6E+7	57	0,0	57	0,1	57	0,2	57	0,9	57	2,1	57	26,2	57	1,9E+2	57	2,9	57	0,3	57	0,2	57	0,4	57	14,6	57	0,0	57	0,0	57	0,0	57	1,0	57	0,0	57	17,3	57	0,1	57	0,1	57	0,1	57	0,0	57	0,0	57	0,0	57	0,0	57	0,0	57	Inf	57	2,0	
58	4,2E+2	58	7,5E+7	58	0,0	58	0,1	58	0,2	58	0,9	58	2,1	58	26,7	58	1,9E+2	58	2,7	58	0,4	58	0,2	58	0,4	58	14,7	58	0,0	58	0,0	58	0,0	58	0,9	58	0,1	58	16,2	58	0,2	58	0,0	58	0,1	58	0,0	58	0,0	58	0,0	58	0,0	58	0,0	58	NaN	58	1,8	
59	4,2E+2	59	7,6E+7	59	0,0	59	0,1	59	0,2	59	0,9	59	1,8	59	25,8	59	1,8E+2	59	2,7	59	0,3	59	0,2	59	0,5	59	14,9	59	0,0	59	0,0	59	0,0	59	0,9	59	0,0	59	15,5	59	0,2	59	0,0	59	0,1	59	0,0	59	0,0	59	0,0	59	0,0	59	0,0	59	NaN	59	1,6	
60	4,4E+2	60	7,5E+7	60	0,0	60	0,1	60	0,2	60	0,9	60	1,8	60	26,6	60	1,8E+2	60	2,9	60	0,4	60	0,3	60	0,4	60	14,7	60	0,0	60	0,0	60	0,0	60	0,9	60	0,1	60	14,4	60	0,2	60	0,0	60	0,1	60	0,0	60	0,0	60	0,0	60	0,0	60	0,0	60	Inf	60	2,3	
61	4,1E+2	61	7,8E+7	61	0,0	61	0,1	61	0,2	61	0,9	61	2,1	61	24,6	61	1,7E+2	61	2,6	61	0,4	61	0,3	61	0,2	61	14,6	61	0,0	61	0,0	61	0,0	61	0,8	61	0,1	61	13,2	61	0,2	61	0,1	61	0,1	61	0,0	61	0,0	61	0,0	61	0,0	61	0,0	61	NaN	61	1,9	
62	4,1E+2	62	7,7E+7	62	0,0	62	0,1	62	0,2	62	0,9	62	2,0	62	25,0	62	1,6E+2	62	2,4	62	0,2	62	0,2	62	0,3	62	15,2	62	0,0	62	0,0	62	0,0	62	1,0	62	0,1	62	13,9	62	0,1	62	0,0	62	0,1	62	0,0	62	0,0	62	0,0	62	0,0	62	0,0	62	NaN	62	1,6	
