Cycle - m/z 18.00 ch0	Amplitude - m/z 18.00 ch0	Cycle - m/z 21.00 ch1	Amplitude - m/z 21.00 ch1	Cycle - m/z 25.00 ch2	Amplitude - m/z 25.00 ch2	Cycle - m/z 30.00 ch3	Amplitude - m/z 30.00 ch3	Cycle - m/z 32.00 ch4	Amplitude - m/z 32.00 ch4	Cycle - m/z 37.00 ch5	Amplitude - m/z 37.00 ch5	Cycle - m/z 59.00 ch6	Amplitude - m/z 59.00 ch6	Cycle - m/z 107.00 ch7	Amplitude - m/z 107.00 ch7	Cycle - m/z 137.00 ch8	Amplitude - m/z 137.00 ch8	Cycle - m/z 121.00 ch9	Amplitude - m/z 121.00 ch9	Cycle - m/z 123.00 ch10	Amplitude - m/z 123.00 ch10	Cycle - m/z 151.00 ch11	Amplitude - m/z 151.00 ch11	Cycle - m/z 153.00 ch12	Amplitude - m/z 153.00 ch12	Cycle - m/z 165.00 ch13	Amplitude - m/z 165.00 ch13	Cycle - m/z 213.00 ch14	Amplitude - m/z 213.00 ch14	Cycle - m/z 229.00 ch15	Amplitude - m/z 229.00 ch15	Cycle - m/z 271.00 ch16	Amplitude - m/z 271.00 ch16	Cycle - m/z 109.00 ch17	Amplitude - m/z 109.00 ch17	Cycle - m/z 131.00 ch18	Amplitude - m/z 131.00 ch18	Cycle - m/z 138.00 ch19	Amplitude - m/z 138.00 ch19	Cycle - m/z 167.00 ch20	Amplitude - m/z 167.00 ch20	Cycle - m/z 179.00 ch21	Amplitude - m/z 179.00 ch21	Cycle - m/z 181.00 ch22	Amplitude - m/z 181.00 ch22	Cycle - m/z 193.00 ch23	Amplitude - m/z 193.00 ch23	Cycle - m/z 205.00 ch24	Amplitude - m/z 205.00 ch24	Cycle - m/z 285.00 ch25	Amplitude - m/z 285.00 ch25	Cycle - m/z 295.00 ch26	Amplitude - m/z 295.00 ch26	Cycle - m/z 299.00 ch27	Amplitude - m/z 299.00 ch27	Cycle - m/z 327.00 ch28	Amplitude - m/z 327.00 ch28	Cycle - m/z 59.00 ch29	Amplitude - m/z 59.00 ch29	
63	4,2E+2	63	7,3E+7	63	0,0	63	0,1	63	0,2	63	1,0	63	2,0	63	7,7	63	69,4	63	0,6	63	0,3	63	0,1	63	0,2	63	8,5	63	0,0	63	0,0	63	0,0	63	0,7	63	0,1	63	6,0	63	0,1	63	0,0	63	0,0	63	0,0	63	0,0	63	0,0	63	0,0	63	0,0	63	NaN	63	2,1	
64	4,1E+2	64	7,5E+7	64	0,0	64	0,1	64	0,2	64	0,9	64	2,7	64	6,9	64	66,4	64	0,6	64	0,2	64	0,1	64	0,2	64	7,6	64	0,0	64	0,0	64	0,0	64	0,7	64	0,1	64	5,5	64	0,1	64	0,1	64	0,1	64	0,0	64	0,0	64	0,0	64	0,0	64	0,0	64	NaN	64	1,9	
65	4,1E+2	65	7,6E+7	65	0,0	65	0,1	65	0,2	65	0,9	65	2,0	65	6,9	65	61,4	65	0,6	65	0,2	65	0,2	65	0,3	65	8,1	65	0,0	65	0,0	65	0,0	65	0,7	65	0,0	65	5,4	65	0,1	65	0,0	65	0,0	65	0,0	65	0,0	65	0,0	65	0,0	65	0,0	65	NaN	65	1,9	
66	4,3E+2	66	7,4E+7	66	0,0	66	0,1	66	0,2	66	0,9	66	2,1	66	7,2	66	61,5	66	0,5	66	0,2	66	0,1	66	0,2	66	7,7	66	0,0	66	0,0	66	0,0	66	0,4	66	0,1	66	5,5	66	0,2	66	0,0	66	0,1	66	0,0	66	0,0	66	0,0	66	0,0	66	0,0	66	NaN	66	2,2	
67	4,3E+2	67	7,3E+7	67	0,0	67	0,1	67	0,2	67	0,9	67	2,0	67	7,7	67	59,4	67	0,6	67	0,2	67	0,1	67	0,1	67	8,3	67	0,0	67	0,0	67	0,0	67	0,6	67	0,1	67	5,3	67	0,1	67	0,0	67	0,1	67	0,0	67	0,0	67	0,0	67	0,0	67	0,0	67	Inf	67	2,2	
68	4,0E+2	68	7,7E+7	68	0,0	68	0,1	68	0,2	68	0,9	68	2,1	68	6,7	68	55,3	68	0,6	68	0,2	68	0,1	68	0,2	68	8,2	68	0,0	68	0,0	68	0,0	68	0,4	68	0,1	68	4,9	68	0,1	68	0,0	68	0,0	68	0,0	68	0,0	68	0,0	68	0,0	68	0,0	68	NaN	68	1,9	
69	4,3E+2	69	7,4E+7	69	0,0	69	0,1	69	0,2	69	0,9	69	2,4	69	7,3	69	55,3	69	0,7	69	0,2	69	0,1	69	0,2	69	8,8	69	0,0	69	0,0	69	0,0	69	0,5	69	0,1	69	4,5	69	0,1	69	0,0	69	0,1	69	0,0	69	0,0	69	0,0	69	0,0	69	0,0	69	NaN	69	2,0	
70	4,2E+2	70	7,5E+7	70	0,0	70	0,1	70	0,2	70	0,9	70	1,8	70	7,2	70	52,6	70	0,5	70	0,2	70	0,1	70	0,2	70	8,6	70	0,0	70	0,0	70	0,0	70	0,8	70	0,1	70	4,5	70	0,1	70	0,0	70	0,1	70	0,0	70	0,0	70	0,0	70	0,0	70	0,0	70	NaN	70	2,0	
71	4,2E+2	71	7,5E+7	71	0,0	71	0,1	71	0,2	71	0,9	71	2,0	71	7,1	71	50,4	71	0,7	71	0,2	71	0,1	71	0,2	71	8,2	71	0,0	71	0,0	71	0,0	71	0,6	71	0,1	71	4,6	71	0,1	71	0,0	71	0,1	71	0,0	71	0,0	71	0,0	71	0,0	71	0,0	71	NaN	71	1,9	
72	4,2E+2	72	7,4E+7	72	0,0	72	0,1	72	0,2	72	0,9	72	2,1	72	7,7	72	48,7	72	0,6	72	0,2	72	0,1	72	0,2	72	8,9	72	0,0	72	0,0	72	0,0	72	0,7	72	0,0	72	4,5	72	0,1	72	0,0	72	0,0	72	0,0	72	0,0	72	0,0	72	0,0	72	0,0	72	NaN	72	1,8	
73	4,2E+2	73	7,4E+7	73	0,0	73	0,1	73	0,2	73	0,9	73	2,3	73	7,8	73	49,0	73	0,6	73	0,1	73	0,1	73	0,3	73	8,4	73	0,0	73	0,0	73	0,0	73	0,8	73	0,0	73	4,5	73	0,1	73	0,0	73	0,1	73	0,0	73	0,0	73	0,0	73	0,0	73	0,0	73	NaN	73	1,8	
74	4,2E+2	74	7,3E+7	74	0,0	74	0,1	74	0,2	74	0,9	74	1,5	74	7,5	74	50,1	74	0,4	74	0,2	74	0,1	74	0,1	74	8,6	74	0,0	74	0,0	74	0,0	74	0,7	74	0,1	74	4,3	74	0,1	74	0,0	74	0,1	74	0,0	74	0,0	74	0,0	74	0,0	74	0,0	74	NaN	74	2,2	
75	4,2E+2	75	7,5E+7	75	0,0	75	0,1	75	0,2	75	0,9	75	1,7	75	6,9	75	45,5	75	0,7	75	0,2	75	0,1	75	0,3	75	8,4	75	0,0	75	0,0	75	0,0	75	0,6	75	0,1	75	3,5	75	0,1	75	0,1	75	0,1	75	0,0	75	0,0	75	0,0	75	0,0	75	0,0	75	Inf	75	12,5	
76	4,3E+2	76	7,6E+7	76	0,0	76	0,1	76	0,2	76	1,2	76	5,1	76	6,3	76	85,3	76	0,7	76	0,5	76	0,1	76	0,5	76	7,5	76	0,0	76	0,0	76	0,0	76	0,8	76	0,1	76	11,4	76	0,1	76	0,1	76	0,1	76	0,0	76	0,0	76	0,0	76	0,0	76	0,0	76	NaN	76	3,0	
77	4,2E+2	77	7,7E+7	77	0,0	77	0,1	77	0,2	77	1,0	77	2,2	77	9,0	77	1,2E+2	77	0,8	77	0,3	77	0,1	77	0,4	77	6,3	77	0,0	77	0,0	77	0,0	77	0,7	77	0,0	77	9,3	77	0,2	77	0,0	77	0,1	77	0,0	77	0,0	77	0,0	77	0,0	77	0,0	77	NaN	77	2,3	
78	4,1E+2	78	7,8E+7	78	0,0	78	0,1	78	0,2	78	1,0	78	1,9	78	8,0	78	1,1E+2	78	0,9	78	0,3	78	0,1	78	0,4	78	6,3	78	0,0	78	0,0	78	0,0	78	0,8	78	0,0	78	9,2	78	0,1	78	0,0	78	0,1	78	0,0	78	0,0	78	0,0	78	0,0	78	0,0	78	NaN	78	2,1	
79	4,3E+2	79	7,4E+7	79	0,0	79	0,1	79	0,2	79	1,0	79	2,1	79	7,6	79	1,0E+2	79	1,0	79	0,3	79	0,1	79	0,5	79	6,0	79	0,0	79	0,0	79	0,0	79	0,7	79	0,0	79	9,0	79	0,1	79	0,1	79	0,1	79	0,0	79	0,0	79	0,0	79	0,0	79	0,0	79	NaN	79	2,6	
80	4,0E+2	80	7,7E+7	80	0,0	80	0,1	80	0,2	80	1,0	80	2,0	80	7,1	80	97,5	80	0,8	80	0,3	80	0,2	80	0,5	80	6,6	80	0,0	80	0,0	80	0,0	80	0,9	80	0,0	80	9,3	80	0,1	80	0,0	80	0,1	80	0,0	80	0,0	80	0,0	80	0,0	80	0,0	80	NaN	80	2,0	
81	4,3E+2	81	7,4E+7	81	0,0	81	0,1	81	0,2	81	1,0	81	2,5	81	7,3	81	97,1	81	0,9	81	0,2	81	0,1	81	0,4	81	6,5	81	0,0	81	0,0	81	0,0	81	0,9	81	0,1	81	8,5	81	0,2	81	0,0	81	0,1	81	0,0	81	0,0	81	0,0	81	0,0	81	0,0	81	NaN	81	2,3	
82	4,2E+2	82	7,7E+7	82	0,0	82	0,1	82	0,2	82	1,0	82	2,1	82	6,5	82	89,4	82	1,0	82	0,3	82	0,1	82	0,5	82	6,4	82	0,0	82	0,0	82	0,0	82	0,8	82	0,0	82	7,6	82	0,1	82	0,1	82	0,1	82	0,0	82	0,0	82	0,0	82	0,0	82	0,0	82	NaN	82	2,2	
83	4,4E+2	83	7,4E+7	83	0,0	83	0,1	83	0,2	83	1,0	83	1,9	83	7,2	83	88,7	83	0,7	83	0,3	83	0,1	83	0,4	83	6,8	83	0,0	83	0,0	83	0,0	83	0,8	83	0,1	83	7,9	83	0,1	83	0,0	83	0,1	83	0,0	83	0,0	83	0,0	83	0,0	83	0,0	83	NaN	83	2,3	
84	4,3E+2	84	7,3E+7	84	0,0	84	0,1	84	0,2	84	1,0	84	2,5	84	7,0	84	86,4	84	0,8	84	0,2	84	0,1	84	0,4	84	6,6	84	0,0	84	0,0	84	0,0	84	0,8	84	0,1	84	7,2	84	0,1	84	0,1	84	0,1	84	0,0	84	0,0	84	0,0	84	0,0	84	0,0	84	Inf	84	2,1	
85	4,0E+2	85	7,7E+7	85	0,0	85	0,1	85	0,2	85	0,9	85	2,1	85	6,7	85	78,7	85	0,9	85	0,2	85	0,1	85	0,3	85	6,3	85	0,0	85	0,0	85	0,0	85	0,7	85	0,1	85	6,4	85	0,2	85	0,0	85	0,1	85	0,0	85	0,0	85	0,0	85	0,0	85	0,0	85	NaN	85	2,0	
86	4,2E+2	86	7,6E+7	86	0,0	86	0,1	86	0,2	86	0,9	86	2,0	86	6,7	86	76,5	86	0,7	86	0,3	86	0,1	86	0,4	86	6,1	86	0,0	86	0,0	86	0,0	86	0,7	86	0,0	86	6,9	86	0,1	86	0,0	86	0,1	86	0,0	86	0,0	86	0,0	86	0,0	86	0,0	86	NaN	86	2,2	
87	4,2E+2	87	7,4E+7	87	0,0	87	0,1	87	0,2	87	1,0	87	2,4	87	6,0	87	74,6	87	0,6	87	0,3	87	0,1	87	0,3	87	6,5	87	0,0	87	0,0	87	0,0	87	0,7	87	0,0	87	6,9	87	0,1	87	0,0	87	0,1	87	0,0	87	0,0	87	0,0	87	0,0	87	0,0	87	NaN	87	2,1	
88	4,1E+2	88	7,5E+7	88	0,0	88	0,1	88	0,2	88	1,0	88	2,1	88	5,9	88	72,7	88	0,8	88	0,3	88	0,2	88	0,4	88	6,3	88	0,0	88	0,0	88	0,0	88	0,8	88	0,1	88	6,2	88	0,1	88	0,1	88	0,0	88	0,0	88	0,0	88	0,0	88	0,0	88	0,0	88	Inf	88	2,3	
89	4,2E+2	89	7,6E+7	89	0,0	89	0,1	89	0,2	89	0,9	89	1,7	89	6,7	89	67,7	89	0,8	89	0,3	89	0,2	89	0,3	89	5,9	89	0,0	89	0,0	89	0,0	89	0,6	89	0,1	89	5,9	89	0,1	89	0,0	89	0,0	89	0,0	89	0,0	89	0,0	89	0,0	89	0,0	89	NaN	89	1,8	
90	4,2E+2	90	7,5E+7	90	0,0	90	0,1	90	0,2	90	1,0	90	2,1	90	6,5	90	67,4	90	0,9	90	0,2	90	0,1	90	0,3	90	6,8	90	0,0	90	0,0	90	0,0	90	0,7	90	0,0	90	6,1	90	0,1	90	0,0	90	0,1	90	0,0	90	0,0	90	0,0	90	0,0	90	0,0	90	NaN	90	2,1	
91	4,2E+2	91	7,6E+7	91	0,0	91	0,1	91	0,2	91	0,9	91	2,1	91	6,6	91	65,6	91	0,7	91	0,2	91	0,1	91	0,3	91	6,2	91	0,0	91	0,0	91	0,0	91	0,9	91	0,1	91	5,9	91	0,1	91	0,0	91	0,1	91	0,0	91	0,0	91	0,0	91	0,0	91	0,0	91	Inf	91	2,2	
92	4,3E+2	92	7,5E+7	92	0,0	92	0,1	92	0,2	92	1,0	92	2,2	92	6,7	92	62,7	92	0,8	92	0,3	92	0,1	92	0,2	92	6,5	92	0,0	92	0,0	92	0,0	92	0,7	92	0,0	92	4,9	92	0,1	92	0,0	92	0,1	92	0,0	92	0,0	92	0,0	92	0,0	92	0,0	92	NaN	92	1,9	
93	4,1E+2	93	7,6E+7	93	0,0	93	0,1	93	0,2	93	0,9	93	2,5	93	6,3	93	60,9	93	0,8	93	0,2	93	0,1	93	0,4	93	6,3	93	0,0	93	0,0	93	0,0	93	0,7	93	0,0	93	5,3	93	0,1	93	0,1	93	0,1	93	0,0	93	0,0	93	0,0	93	0,0	93	0,0	93	NaN	93	2,0	
94	4,2E+2	94	7,6E+7	94	0,0	94	0,1	94	0,2	94	0,9	94	1,8	94	6,2	94	58,7	94	0,7	94	0,2	94	0,1	94	0,2	94	6,3	94	0,0	94	0,0	94	0,0	94	0,7	94	0,1	94	5,5	94	0,1	94	0,0	94	0,1	94	0,0	94	0,0	94	0,0	94	0,0	94	0,0	94	NaN	94	1,8	
95	4,3E+2	95	7,3E+7	95	0,0	95	0,1	95	0,2	95	1,0	95	1,7	95	7,2	95	58,5	95	0,7	95	0,2	95	0,1	95	0,3	95	6,7	95	0,0	95	0,0	95	0,0	95	0,8	95	0,0	95	5,1	95	0,1	95	0,1	95	0,1	95	0,0	95	0,0	95	0,0	95	0,0	95	0,0	95	NaN	95	2,1	
96	4,1E+2	96	7,6E+7	96	0,0	96	0,1	96	0,2	96	0,9	96	2,4	96	6,1	96	56,7	96	0,8	96	0,1	96	0,1	96	0,2	96	6,5	96	0,0	96	0,0	96	0,0	96	0,6	96	0,0	96	5,4	96	0,1	96	0,0	96	0,1	96	0,0	96	0,0	96	0,0	96	0,0	96	0,0	96	NaN	96	1,6	
97	4,1E+2	97	7,5E+7	97	0,0	97	0,1	97	0,2	97	0,9	97	2,0	97	4,2	97	39,5	97	0,6	97	0,2	97	0,2	97	0,1	97	6,0	97	0,0	97	0,0	97	0,0	97	0,4	97	0,0	97	0,4	97	0,1	97	0,0	97	0,1	97	0,0	97	0,0	97	0,0	97	0,0	97	0,0	97	NaN	97	4,6	
98	4,3E+2	98	7,5E+7	98	0,0	98	0,1	98	0,2	98	0,8	98	3,0	98	0,6	98	4,4	98	0,3	98	0,2	98	0,1	98	0,1	98	4,6	98	0,0	98	0,0	98	0,0	98	0,5	98	0,1	98	0,4	98	0,1	98	0,0	98	0,0	98	0,0	98	0,0	98	0,0	98	0,0	98	0,0	98	NaN	98	1,9	
99	4,2E+2	99	7,4E+7	99	0,0	99	0,1	99	0,2	99	0,8	99	1,8	99	0,5	99	3,4	99	0,2	99	0,1	99	0,0	99	0,1	99	2,7	99	0,0	99	0,0	99	0,0	99	0,3	99	0,1	99	0,3	99	0,0	99	0,0	99	0,1	99	0,0	99	0,0	99	0,0	99	0,0	99	0,0	99	NaN	99	1,6	
100	4,2E+2	100	7,5E+7	100	0,0	100	0,1	100	0,2	100	0,8	100	1,9	100	0,5	100	3,2	100	0,2	100	0,2	100	0,0	100	0,1	100	2,0	100	0,0	100	0,0	100	0,0	100	0,5	100	0,0	100	0,3	100	0,1	100	0,0	100	0,1	100	0,0	100	0,0	100	0,0	100	0,0	100	0,0	100	NaN	100	1,9	
101	4,0E+2	101	7,5E+7	101	0,0	101	0,1	101	0,2	101	0,8	101	2,1	101	0,4	101	2,2	101	0,2	101	0,1	101	0,1	101	0,1	101	1,7	101	0,0	101	0,0	101	0,0	101	0,4	101	0,1	101	0,2	101	0,0	101	0,0	101	0,1	101	0,0	101	0,0	101	0,0	101	0,0	101	0,0	101	NaN	101	2,0	
102	4,2E+2	102	7,3E+7	102	0,0	102	0,1	102	0,2	102	0,8	102	1,6	102	0,3	102	2,3	102	0,3	102	0,0	102	0,0	102	0,1	102	1,4	102	0,0	102	0,0	102	0,0	102	0,3	102	0,1	102	0,2	102	0,0	102	0,0	102	0,1	102	0,0	102	0,0	102	0,0	102	0,0	102	0,0	102	Inf	102	1,7	
103	4,2E+2	103	7,4E+7	103	0,0	103	0,1	103	0,2	103	0,8	103	1,7	103	0,3	103	1,9	103	0,2	103	0,2	103	0,0	103	0,1	103	1,1	103	0,0	103	0,0	103	0,0	103	0,4	103	0,1	103	0,1	103	0,0	103	0,0	103	0,0	103	0,0	103	0,0	103	0,0	103	0,0	103	0,0	103	NaN	103	1,9	
104	4,3E+2	104	7,3E+7	104	0,0	104	0,1	104	0,2	104	0,8	104	1,9	104	0,3	104	1,3	104	0,2	104	0,1	104	0,0	104	0,1	104	1,0	104	0,0	104	0,0	104	0,0	104	0,4	104	0,1	104	0,2	104	0,0	104	0,0	104	0,0	104	0,0	104	0,0	104	0,0	104	0,0	104	0,0	104	NaN	104	1,9	
105	4,1E+2	105	7,5E+7	105	0,0	105	0,1	105	0,2	105	0,8	105	1,8	105	0,2	105	1,5	105	0,1	105	0,1	105	0,0	105	0,0	105	0,8	105	0,0	105	0,0	105	0,0	105	0,3	105	0,1	105	0,1	105	0,0	105	0,0	105	0,0	105	0,0	105	0,0	105	0,0	105	0,0	105	0,0	105	NaN	105	2,0	
106	4,2E+2	106	7,4E+7	106	0,0	106	0,1	106	0,2	106	0,8	106	1,6	106	0,4	106	1,1	106	0,3	106	0,1	106	0,1	106	0,1	106	0,6	106	0,0	106	0,0	106	0,0	106	0,4	106	0,0	106	0,1	106	0,1	106	0,0	106	0,0	106	0,0	106	0,0	106	0,0	106	0,0	106	0,0	106	NaN	106	1,9	
