Cycle - m/z 18.00 ch0	Amplitude - m/z 18.00 ch0	Cycle - m/z 21.00 ch1	Amplitude - m/z 21.00 ch1	Cycle - m/z 25.00 ch2	Amplitude - m/z 25.00 ch2	Cycle - m/z 30.00 ch3	Amplitude - m/z 30.00 ch3	Cycle - m/z 32.00 ch4	Amplitude - m/z 32.00 ch4	Cycle - m/z 37.00 ch5	Amplitude - m/z 37.00 ch5	Cycle - m/z 59.00 ch6	Amplitude - m/z 59.00 ch6	Cycle - m/z 107.00 ch7	Amplitude - m/z 107.00 ch7	Cycle - m/z 137.00 ch8	Amplitude - m/z 137.00 ch8	Cycle - m/z 121.00 ch9	Amplitude - m/z 121.00 ch9	Cycle - m/z 123.00 ch10	Amplitude - m/z 123.00 ch10	Cycle - m/z 151.00 ch11	Amplitude - m/z 151.00 ch11	Cycle - m/z 153.00 ch12	Amplitude - m/z 153.00 ch12	Cycle - m/z 165.00 ch13	Amplitude - m/z 165.00 ch13	Cycle - m/z 213.00 ch14	Amplitude - m/z 213.00 ch14	Cycle - m/z 229.00 ch15	Amplitude - m/z 229.00 ch15	Cycle - m/z 271.00 ch16	Amplitude - m/z 271.00 ch16	Cycle - m/z 109.00 ch17	Amplitude - m/z 109.00 ch17	Cycle - m/z 131.00 ch18	Amplitude - m/z 131.00 ch18	Cycle - m/z 138.00 ch19	Amplitude - m/z 138.00 ch19	Cycle - m/z 167.00 ch20	Amplitude - m/z 167.00 ch20	Cycle - m/z 179.00 ch21	Amplitude - m/z 179.00 ch21	Cycle - m/z 181.00 ch22	Amplitude - m/z 181.00 ch22	Cycle - m/z 193.00 ch23	Amplitude - m/z 193.00 ch23	Cycle - m/z 205.00 ch24	Amplitude - m/z 205.00 ch24	Cycle - m/z 285.00 ch25	Amplitude - m/z 285.00 ch25	Cycle - m/z 295.00 ch26	Amplitude - m/z 295.00 ch26	Cycle - m/z 299.00 ch27	Amplitude - m/z 299.00 ch27	Cycle - m/z 327.00 ch28	Amplitude - m/z 327.00 ch28	Cycle - m/z 59.00 ch29	Amplitude - m/z 59.00 ch29	
62	7,0E+2	62	7,5E+7	62	0,0	62	0,1	62	0,2	62	1,1	62	2,2	62	3,8	62	48,4	62	0,5	62	0,3	62	0,2	62	0,1	62	5,9	62	0,0	62	0,0	62	0,0	62	0,7	62	0,1	62	4,2	62	0,1	62	0,0	62	0,1	62	0,0	62	0,0	62	0,0	62	0,0	62	0,0	62	NaN	62	2,9	
63	7,0E+2	63	7,5E+7	63	0,0	63	0,1	63	0,2	63	1,1	63	2,7	63	4,9	63	47,0	63	0,2	63	0,2	63	0,1	63	0,2	63	6,2	63	0,0	63	0,0	63	0,0	63	0,8	63	0,1	63	4,4	63	0,1	63	0,0	63	0,1	63	0,0	63	0,0	63	0,0	63	0,0	63	0,0	63	NaN	63	3,1	
64	6,9E+2	64	7,6E+7	64	0,0	64	0,1	64	0,2	64	1,1	64	2,7	64	4,1	64	46,5	64	0,3	64	0,1	64	0,1	64	0,2	64	5,2	64	0,0	64	0,0	64	0,0	64	0,7	64	0,1	64	4,5	64	0,1	64	0,0	64	0,0	64	0,0	64	0,0	64	0,0	64	0,0	64	0,0	64	NaN	64	3,0	
65	6,7E+2	65	7,6E+7	65	0,0	65	0,1	65	0,2	65	1,1	65	3,0	65	4,3	65	46,1	65	0,4	65	0,1	65	0,1	65	0,2	65	5,4	65	0,0	65	0,0	65	0,0	65	0,7	65	0,0	65	4,2	65	0,1	65	0,0	65	0,1	65	0,0	65	0,0	65	0,0	65	0,0	65	0,0	65	NaN	65	2,8	
66	6,8E+2	66	7,5E+7	66	0,0	66	0,1	66	0,2	66	1,1	66	2,5	66	4,7	66	44,7	66	0,4	66	0,2	66	0,1	66	0,1	66	6,0	66	0,0	66	0,0	66	0,0	66	0,7	66	0,1	66	3,7	66	0,2	66	0,0	66	0,1	66	0,0	66	0,0	66	0,0	66	0,0	66	0,0	66	NaN	66	3,0	
67	6,7E+2	67	7,5E+7	67	0,0	67	0,1	67	0,2	67	1,1	67	2,8	67	4,1	67	43,9	67	0,5	67	0,2	67	0,1	67	0,1	67	5,9	67	0,0	67	0,0	67	0,0	67	0,5	67	0,1	67	4,1	67	0,1	67	0,0	67	0,0	67	0,0	67	0,0	67	0,0	67	0,0	67	0,0	67	NaN	67	2,7	
68	6,7E+2	68	7,6E+7	68	0,0	68	0,1	68	0,2	68	1,1	68	2,5	68	4,3	68	44,4	68	0,5	68	0,1	68	0,1	68	0,2	68	5,7	68	0,0	68	0,0	68	0,0	68	0,8	68	0,1	68	4,1	68	0,1	68	0,0	68	0,1	68	0,0	68	0,0	68	0,0	68	0,0	68	0,0	68	NaN	68	2,4	
69	6,6E+2	69	7,6E+7	69	0,0	69	0,1	69	0,2	69	1,1	69	2,7	69	4,2	69	43,2	69	0,6	69	0,2	69	0,1	69	0,1	69	5,6	69	0,0	69	0,0	69	0,0	69	0,7	69	0,0	69	4,1	69	0,1	69	0,1	69	0,1	69	0,0	69	0,0	69	0,0	69	0,0	69	0,0	69	Inf	69	2,3	
70	6,7E+2	70	7,4E+7	70	0,0	70	0,1	70	0,2	70	1,1	70	2,7	70	4,3	70	44,1	70	0,4	70	0,3	70	0,1	70	0,2	70	6,0	70	0,0	70	0,0	70	0,0	70	0,8	70	0,0	70	3,8	70	0,1	70	0,1	70	0,2	70	0,0	70	0,0	70	0,0	70	0,0	70	0,0	70	NaN	70	2,6	
71	6,6E+2	71	7,5E+7	71	0,0	71	0,1	71	0,2	71	1,1	71	2,7	71	4,5	71	40,3	71	0,4	71	0,2	71	0,1	71	0,1	71	5,8	71	0,0	71	0,0	71	0,0	71	0,6	71	0,1	71	3,3	71	0,1	71	0,1	71	0,1	71	0,0	71	0,0	71	0,0	71	0,0	71	0,0	71	NaN	71	2,3	
72	6,6E+2	72	7,5E+7	72	0,0	72	0,1	72	0,2	72	1,1	72	3,0	72	4,2	72	40,6	72	0,3	72	0,2	72	0,1	72	0,1	72	6,4	72	0,0	72	0,0	72	0,0	72	0,6	72	0,0	72	3,5	72	0,1	72	0,0	72	0,0	72	0,0	72	0,0	72	0,0	72	0,0	72	0,0	72	NaN	72	2,1	
73	6,5E+2	73	7,6E+7	73	0,0	73	0,1	73	0,2	73	1,1	73	2,7	73	4,4	73	40,6	73	0,4	73	0,2	73	0,1	73	0,2	73	5,9	73	0,0	73	0,0	73	0,0	73	0,7	73	0,1	73	3,6	73	0,1	73	0,0	73	0,1	73	0,0	73	0,0	73	0,0	73	0,0	73	0,0	73	NaN	73	3,0	
74	6,4E+2	74	7,5E+7	74	0,0	74	0,1	74	0,2	74	1,1	74	2,5	74	4,4	74	40,3	74	0,4	74	0,1	74	0,1	74	0,2	74	5,9	74	0,0	74	0,0	74	0,0	74	0,6	74	0,1	74	2,8	74	0,1	74	0,0	74	0,0	74	0,0	74	0,0	74	0,0	74	0,0	74	0,0	74	NaN	74	2,2	
75	6,3E+2	75	7,7E+7	75	0,0	75	0,1	75	0,2	75	1,0	75	2,2	75	2,4	75	21,3	75	0,3	75	0,1	75	0,1	75	0,1	75	6,0	75	0,0	75	0,0	75	0,0	75	0,8	75	0,1	75	12,8	75	0,1	75	0,1	75	0,1	75	0,0	75	0,0	75	0,0	75	0,0	75	0,0	75	NaN	75	6,0	
76	6,2E+2	76	7,8E+7	76	0,0	76	0,1	76	0,2	76	1,2	76	4,3	76	11,4	76	1,1E+2	76	0,9	76	0,3	76	0,1	76	0,3	76	5,7	76	0,0	76	0,0	76	0,0	76	0,9	76	0,1	76	11,3	76	0,1	76	0,0	76	0,0	76	0,0	76	0,0	76	0,0	76	0,0	76	0,0	76	NaN	76	3,2	
77	6,4E+2	77	7,6E+7	77	0,0	77	0,1	77	0,2	77	1,2	77	2,9	77	16,1	77	1,5E+2	77	1,3	77	0,5	77	0,0	77	0,3	77	6,6	77	0,0	77	0,0	77	0,0	77	1,0	77	0,0	77	12,8	77	0,1	77	0,0	77	0,1	77	0,0	77	0,0	77	0,0	77	0,0	77	0,0	77	NaN	77	2,5	
78	6,3E+2	78	7,6E+7	78	0,0	78	0,1	78	0,2	78	1,2	78	2,6	78	15,3	78	1,4E+2	78	1,0	78	0,4	78	0,1	78	0,3	78	7,9	78	0,0	78	0,0	78	0,0	78	1,1	78	0,0	78	11,7	78	0,1	78	0,0	78	0,0	78	0,0	78	0,0	78	0,0	78	0,0	78	0,0	78	Inf	78	2,4	
79	6,3E+2	79	7,6E+7	79	0,0	79	0,1	79	0,2	79	1,2	79	3,3	79	14,1	79	1,3E+2	79	1,1	79	0,4	79	0,2	79	0,3	79	9,0	79	0,0	79	0,0	79	0,0	79	0,9	79	0,1	79	12,0	79	0,2	79	0,0	79	0,1	79	0,0	79	0,0	79	0,0	79	0,0	79	0,0	79	NaN	79	2,8	
80	6,1E+2	80	7,8E+7	80	0,0	80	0,1	80	0,2	80	1,1	80	2,6	80	13,5	80	1,3E+2	80	1,1	80	0,3	80	0,1	80	0,4	80	9,1	80	0,0	80	0,0	80	0,0	80	0,9	80	0,1	80	11,4	80	0,1	80	0,0	80	0,1	80	0,0	80	0,0	80	0,0	80	0,0	80	0,0	80	NaN	80	2,8	
81	6,2E+2	81	7,6E+7	81	0,0	81	0,1	81	0,2	81	1,2	81	3,1	81	13,9	81	1,2E+2	81	1,0	81	0,3	81	0,2	81	0,3	81	9,2	81	0,0	81	0,0	81	0,0	81	1,0	81	0,0	81	10,9	81	0,1	81	0,0	81	0,1	81	0,0	81	0,0	81	0,0	81	0,0	81	0,0	81	NaN	81	2,4	
82	6,4E+2	82	7,5E+7	82	0,0	82	0,1	82	0,2	82	1,2	82	2,8	82	13,7	82	1,2E+2	82	1,1	82	0,4	82	0,1	82	0,2	82	8,9	82	0,0	82	0,0	82	0,0	82	0,8	82	0,0	82	10,6	82	0,2	82	0,1	82	0,1	82	0,0	82	0,0	82	0,0	82	0,0	82	0,0	82	NaN	82	2,6	
83	6,2E+2	83	7,7E+7	83	0,0	83	0,1	83	0,2	83	1,1	83	2,7	83	13,4	83	1,1E+2	83	1,2	83	0,3	83	0,2	83	0,3	83	8,5	83	0,0	83	0,0	83	0,0	83	0,9	83	0,1	83	9,2	83	0,2	83	0,0	83	0,1	83	0,0	83	0,0	83	0,0	83	0,0	83	0,0	83	NaN	83	3,0	
84	6,3E+2	84	7,6E+7	84	0,0	84	0,1	84	0,2	84	1,1	84	2,6	84	14,2	84	1,1E+2	84	0,8	84	0,3	84	0,1	84	0,3	84	9,0	84	0,0	84	0,0	84	0,0	84	0,8	84	0,1	84	10,0	84	0,1	84	0,0	84	0,0	84	0,0	84	0,0	84	0,0	84	0,0	84	0,0	84	NaN	84	2,5	
85	6,1E+2	85	7,7E+7	85	0,0	85	0,1	85	0,2	85	1,1	85	2,7	85	12,8	85	1,0E+2	85	1,0	85	0,3	85	0,2	85	0,2	85	8,7	85	0,0	85	0,0	85	0,0	85	0,8	85	0,1	85	9,2	85	0,2	85	0,0	85	0,1	85	0,0	85	0,0	85	0,0	85	0,0	85	0,0	85	NaN	85	2,6	
86	6,1E+2	86	7,5E+7	86	0,0	86	0,1	86	0,2	86	1,1	86	2,6	86	13,4	86	1,0E+2	86	1,1	86	0,3	86	0,2	86	0,2	86	9,1	86	0,0	86	0,0	86	0,0	86	0,8	86	0,1	86	9,1	86	0,1	86	0,0	86	0,1	86	0,0	86	0,0	86	0,0	86	0,0	86	0,0	86	NaN	86	2,7	
87	6,1E+2	87	7,6E+7	87	0,0	87	0,1	87	0,2	87	1,1	87	2,8	87	13,5	87	98,6	87	1,2	87	0,4	87	0,1	87	0,3	87	8,7	87	0,0	87	0,0	87	0,0	87	1,0	87	0,1	87	8,5	87	0,2	87	0,0	87	0,1	87	0,0	87	0,0	87	0,0	87	0,0	87	0,0	87	NaN	87	2,9	
88	6,2E+2	88	7,5E+7	88	0,0	88	0,1	88	0,2	88	1,1	88	2,6	88	13,2	88	95,9	88	1,1	88	0,3	88	0,1	88	0,3	88	8,9	88	0,0	88	0,0	88	0,0	88	0,8	88	0,0	88	8,4	88	0,1	88	0,0	88	0,0	88	0,0	88	0,0	88	0,0	88	0,0	88	0,0	88	NaN	88	2,3	
89	6,0E+2	89	7,6E+7	89	0,0	89	0,1	89	0,2	89	1,1	89	2,4	89	12,6	89	95,8	89	0,9	89	0,3	89	0,2	89	0,3	89	9,4	89	0,0	89	0,0	89	0,0	89	0,8	89	0,0	89	7,8	89	0,2	89	0,0	89	0,1	89	0,0	89	0,0	89	0,0	89	0,0	89	0,0	89	NaN	89	3,0	
90	6,1E+2	90	7,6E+7	90	0,0	90	0,1	90	0,2	90	1,1	90	2,8	90	12,8	90	88,8	90	1,2	90	0,3	90	0,2	90	0,2	90	9,0	90	0,0	90	0,0	90	0,0	90	1,0	90	0,0	90	8,1	90	0,2	90	0,0	90	0,1	90	0,0	90	0,0	90	0,0	90	0,0	90	0,0	90	NaN	90	2,7	
91	6,1E+2	91	7,6E+7	91	0,0	91	0,1	91	0,2	91	1,1	91	2,5	91	12,6	91	87,3	91	1,1	91	0,3	91	0,2	91	0,3	91	8,8	91	0,0	91	0,0	91	0,0	91	0,7	91	0,1	91	7,8	91	0,2	91	0,1	91	0,1	91	0,0	91	0,0	91	0,0	91	0,0	91	0,0	91	NaN	91	2,5	
92	6,0E+2	92	7,7E+7	92	0,0	92	0,1	92	0,2	92	1,1	92	2,7	92	12,5	92	84,9	92	1,0	92	0,3	92	0,1	92	0,3	92	9,1	92	0,0	92	0,0	92	0,0	92	0,9	92	0,0	92	8,1	92	0,2	92	0,1	92	0,1	92	0,0	92	0,0	92	0,0	92	0,0	92	0,0	92	NaN	92	2,8	
93	5,9E+2	93	7,6E+7	93	0,0	93	0,1	93	0,2	93	1,1	93	2,6	93	13,5	93	84,3	93	1,1	93	0,3	93	0,1	93	0,3	93	9,3	93	0,0	93	0,0	93	0,0	93	1,0	93	0,1	93	8,1	93	0,1	93	0,1	93	0,0	93	0,0	93	0,0	93	0,0	93	0,0	93	0,0	93	NaN	93	2,6	
94	5,9E+2	94	7,7E+7	94	0,0	94	0,1	94	0,2	94	1,1	94	2,8	94	12,3	94	79,2	94	0,9	94	0,3	94	0,0	94	0,1	94	9,2	94	0,0	94	0,0	94	0,0	94	0,8	94	0,1	94	7,1	94	0,1	94	0,0	94	0,1	94	0,0	94	0,0	94	0,0	94	0,0	94	0,0	94	NaN	94	2,7	
95	5,8E+2	95	7,7E+7	95	0,0	95	0,1	95	0,2	95	1,1	95	2,5	95	12,2	95	79,8	95	1,2	95	0,2	95	0,1	95	0,3	95	8,9	95	0,0	95	0,0	95	0,0	95	1,1	95	0,1	95	6,9	95	0,2	95	0,0	95	0,1	95	0,0	95	0,0	95	0,0	95	0,0	95	0,0	95	NaN	95	2,4	
96	5,9E+2	96	7,6E+7	96	0,0	96	0,1	96	0,2	96	1,1	96	2,6	96	12,7	96	77,5	96	1,0	96	0,2	96	0,2	96	0,2	96	8,6	96	0,0	96	0,0	96	0,0	96	0,8	96	0,1	96	6,2	96	0,1	96	0,0	96	0,1	96	0,0	96	0,0	96	0,0	96	0,0	96	0,0	96	NaN	96	2,4	
97	5,7E+2	97	7,7E+7	97	0,0	97	0,1	97	0,2	97	1,1	97	2,7	97	12,3	97	74,9	97	1,1	97	0,3	97	0,1	97	0,1	97	9,0	97	0,0	97	0,0	97	0,0	97	0,7	97	0,1	97	6,3	97	0,1	97	0,0	97	0,1	97	0,0	97	0,0	97	0,0	97	0,0	97	0,0	97	NaN	97	2,5	
98	5,8E+2	98	7,6E+7	98	0,0	98	0,1	98	0,2	98	1,0	98	2,6	98	9,3	98	56,2	98	0,9	98	0,3	98	0,1	98	0,2	98	8,6	98	0,0	98	0,0	98	0,0	98	0,8	98	0,1	98	3,3	98	0,1	98	0,0	98	0,1	98	0,0	98	0,0	98	0,0	98	0,0	98	0,0	98	NaN	98	12,9	
99	5,9E+2	99	7,6E+7	99	0,0	99	0,1	99	0,2	99	1,0	99	4,3	99	0,6	99	3,3	99	0,3	99	0,2	99	0,1	99	0,1	99	8,0	99	0,0	99	0,0	99	0,0	99	0,5	99	0,1	99	0,4	99	0,1	99	0,0	99	0,1	99	0,0	99	0,0	99	0,0	99	0,0	99	0,0	99	NaN	99	2,4	
100	6,0E+2	100	7,3E+7	100	0,0	100	0,1	100	0,2	100	0,9	100	2,4	100	0,6	100	3,4	100	0,3	100	0,2	100	0,1	100	0,1	100	5,4	100	0,0	100	0,0	100	0,0	100	0,2	100	0,1	100	0,4	100	0,0	100	0,0	100	0,1	100	0,0	100	0,0	100	0,0	100	0,0	100	0,0	100	NaN	100	2,0	
101	5,8E+2	101	7,5E+7	101	0,0	101	0,1	101	0,2	101	0,9	101	2,1	101	0,6	101	2,5	101	0,2	101	0,3	101	0,1	101	0,1	101	3,4	101	0,0	101	0,0	101	0,0	101	0,4	101	0,0	101	0,2	101	0,0	101	0,0	101	0,1	101	0,0	101	0,0	101	0,0	101	0,0	101	0,0	101	NaN	101	2,0	
102	5,7E+2	102	7,5E+7	102	0,0	102	0,1	102	0,2	102	0,9	102	2,2	102	0,6	102	2,1	102	0,2	102	0,3	102	0,1	102	0,1	102	2,6	102	0,0	102	0,0	102	0,0	102	0,4	102	0,1	102	0,2	102	0,0	102	0,0	102	0,1	102	0,0	102	0,0	102	0,0	102	0,0	102	0,0	102	NaN	102	2,1	
103	5,5E+2	103	7,7E+7	103	0,0	103	0,1	103	0,2	103	0,9	103	2,0	103	0,5	103	2,2	103	0,3	103	0,1	103	0,0	103	0,1	103	2,0	103	0,0	103	0,0	103	0,0	103	0,4	103	0,1	103	0,2	103	0,1	103	0,0	103	0,1	103	0,0	103	0,0	103	0,0	103	0,0	103	0,0	103	NaN	103	2,1	
