Cycle - m/z 18.00 ch0	Amplitude - m/z 18.00 ch0	Cycle - m/z 21.00 ch1	Amplitude - m/z 21.00 ch1	Cycle - m/z 25.00 ch2	Amplitude - m/z 25.00 ch2	Cycle - m/z 30.00 ch3	Amplitude - m/z 30.00 ch3	Cycle - m/z 32.00 ch4	Amplitude - m/z 32.00 ch4	Cycle - m/z 37.00 ch5	Amplitude - m/z 37.00 ch5	Cycle - m/z 59.00 ch6	Amplitude - m/z 59.00 ch6	Cycle - m/z 107.00 ch7	Amplitude - m/z 107.00 ch7	Cycle - m/z 137.00 ch8	Amplitude - m/z 137.00 ch8	Cycle - m/z 121.00 ch9	Amplitude - m/z 121.00 ch9	Cycle - m/z 123.00 ch10	Amplitude - m/z 123.00 ch10	Cycle - m/z 151.00 ch11	Amplitude - m/z 151.00 ch11	Cycle - m/z 153.00 ch12	Amplitude - m/z 153.00 ch12	Cycle - m/z 165.00 ch13	Amplitude - m/z 165.00 ch13	Cycle - m/z 213.00 ch14	Amplitude - m/z 213.00 ch14	Cycle - m/z 229.00 ch15	Amplitude - m/z 229.00 ch15	Cycle - m/z 271.00 ch16	Amplitude - m/z 271.00 ch16	Cycle - m/z 109.00 ch17	Amplitude - m/z 109.00 ch17	Cycle - m/z 131.00 ch18	Amplitude - m/z 131.00 ch18	Cycle - m/z 138.00 ch19	Amplitude - m/z 138.00 ch19	Cycle - m/z 167.00 ch20	Amplitude - m/z 167.00 ch20	Cycle - m/z 179.00 ch21	Amplitude - m/z 179.00 ch21	Cycle - m/z 181.00 ch22	Amplitude - m/z 181.00 ch22	Cycle - m/z 193.00 ch23	Amplitude - m/z 193.00 ch23	Cycle - m/z 205.00 ch24	Amplitude - m/z 205.00 ch24	Cycle - m/z 285.00 ch25	Amplitude - m/z 285.00 ch25	Cycle - m/z 295.00 ch26	Amplitude - m/z 295.00 ch26	Cycle - m/z 299.00 ch27	Amplitude - m/z 299.00 ch27	Cycle - m/z 327.00 ch28	Amplitude - m/z 327.00 ch28	Cycle - m/z 59.00 ch29	Amplitude - m/z 59.00 ch29	
17	9,7E+2	17	7,2E+7	17	0,0	17	0,1	17	0,2	17	1,3	17	3,1	17	1,3E+2	17	1,6E+2	17	13,4	17	0,4	17	0,2	17	0,4	17	11,0	17	0,0	17	0,0	17	0,0	17	1,0	17	0,1	17	13,9	17	0,1	17	0,0	17	0,1	17	0,0	17	0,1	17	0,0	17	0,0	17	0,0	17	NaN	17	2,9	
18	9,4E+2	18	7,3E+7	18	0,0	18	0,1	18	0,2	18	1,3	18	3,3	18	1,2E+2	18	1,6E+2	18	13,5	18	0,5	18	0,2	18	0,2	18	11,2	18	0,0	18	0,0	18	0,0	18	1,2	18	0,1	18	14,4	18	0,1	18	0,1	18	0,1	18	0,0	18	0,0	18	0,0	18	0,0	18	0,0	18	NaN	18	3,0	
19	9,6E+2	19	7,2E+7	19	0,0	19	0,1	19	0,2	19	1,3	19	3,0	19	1,2E+2	19	1,6E+2	19	13,0	19	0,4	19	0,1	19	0,3	19	11,2	19	0,0	19	0,0	19	0,0	19	0,9	19	0,1	19	13,3	19	0,2	19	0,0	19	0,1	19	0,0	19	0,0	19	0,0	19	0,0	19	0,0	19	NaN	19	2,9	
20	9,3E+2	20	7,4E+7	20	0,0	20	0,1	20	0,2	20	1,2	20	3,2	20	1,2E+2	20	1,5E+2	20	12,2	20	0,4	20	0,2	20	0,3	20	11,1	20	0,0	20	0,0	20	0,0	20	1,0	20	0,1	20	12,9	20	0,1	20	0,0	20	0,1	20	0,0	20	0,0	20	0,0	20	0,0	20	0,0	20	NaN	20	2,8	
21	8,8E+2	21	7,5E+7	21	0,0	21	0,1	21	0,2	21	1,2	21	3,3	21	1,2E+2	21	1,5E+2	21	13,3	21	0,4	21	0,1	21	0,5	21	11,2	21	0,0	21	0,0	21	0,0	21	0,9	21	0,1	21	12,2	21	0,2	21	0,0	21	0,1	21	0,0	21	0,0	21	0,0	21	0,0	21	0,0	21	NaN	21	3,2	
22	9,2E+2	22	7,3E+7	22	0,0	22	0,1	22	0,2	22	1,2	22	3,4	22	1,2E+2	22	1,5E+2	22	12,9	22	0,6	22	0,1	22	0,4	22	11,7	22	0,0	22	0,0	22	0,0	22	1,1	22	0,1	22	13,1	22	0,1	22	0,0	22	0,0	22	0,0	22	0,0	22	0,0	22	0,0	22	0,0	22	NaN	22	2,8	
23	9,1E+2	23	7,3E+7	23	0,0	23	0,1	23	0,2	23	1,2	23	2,9	23	1,2E+2	23	1,5E+2	23	12,4	23	0,6	23	0,2	23	0,4	23	11,9	23	0,0	23	0,0	23	0,0	23	1,1	23	0,1	23	12,3	23	0,2	23	0,0	23	0,1	23	0,0	23	0,0	23	0,0	23	0,0	23	0,0	23	NaN	23	3,0	
24	9,1E+2	24	7,4E+7	24	0,0	24	0,1	24	0,2	24	1,2	24	3,0	24	1,2E+2	24	1,5E+2	24	12,6	24	0,5	24	0,2	24	0,4	24	11,4	24	0,0	24	0,0	24	0,0	24	0,9	24	0,1	24	13,3	24	0,1	24	0,0	24	0,1	24	0,0	24	0,0	24	0,0	24	0,0	24	0,0	24	NaN	24	2,9	
25	8,9E+2	25	7,3E+7	25	0,0	25	0,1	25	0,2	25	1,2	25	2,7	25	1,2E+2	25	1,4E+2	25	12,2	25	0,3	25	0,2	25	0,4	25	11,9	25	0,0	25	0,0	25	0,0	25	1,0	25	0,2	25	13,1	25	0,1	25	0,0	25	0,1	25	0,0	25	0,0	25	0,0	25	0,0	25	0,0	25	NaN	25	3,0	
26	8,9E+2	26	7,4E+7	26	0,0	26	0,1	26	0,2	26	1,2	26	3,0	26	1,2E+2	26	1,4E+2	26	12,8	26	0,4	26	0,1	26	0,3	26	10,3	26	0,0	26	0,0	26	0,0	26	1,0	26	0,1	26	11,7	26	0,1	26	0,0	26	0,1	26	0,0	26	0,0	26	0,0	26	0,0	26	0,0	26	NaN	26	2,8	
27	8,8E+2	27	7,4E+7	27	0,0	27	0,1	27	0,2	27	1,2	27	3,2	27	1,2E+2	27	1,4E+2	27	12,3	27	0,3	27	0,1	27	0,4	27	10,8	27	0,0	27	0,0	27	0,0	27	1,2	27	0,1	27	11,4	27	0,1	27	0,0	27	0,0	27	0,0	27	0,0	27	0,0	27	0,0	27	0,0	27	NaN	27	2,8	
28	8,8E+2	28	7,4E+7	28	0,0	28	0,1	28	0,2	28	1,2	28	2,7	28	1,1E+2	28	1,7E+2	28	25,0	28	0,7	28	0,2	28	0,8	28	11,3	28	0,0	28	0,0	28	0,0	28	2,7	28	0,1	28	34,4	28	0,1	28	0,0	28	0,1	28	0,0	28	0,0	28	0,0	28	0,0	28	0,0	28	NaN	28	24,1	
29	8,7E+2	29	7,7E+7	29	0,0	29	0,1	29	0,2	29	1,7	29	9,7	29	20,0	29	84,0	29	2,0	29	0,2	29	0,2	29	0,5	29	11,9	29	0,0	29	0,0	29	0,0	29	0,7	29	0,1	29	7,5	29	0,1	29	0,0	29	0,1	29	0,0	29	0,0	29	0,0	29	0,0	29	0,0	29	NaN	29	3,5	
30	8,6E+2	30	7,3E+7	30	0,0	30	0,1	30	0,2	30	1,1	30	3,0	30	6,8	30	46,5	30	0,6	30	0,2	30	0,1	30	0,3	30	9,2	30	0,0	30	0,0	30	0,0	30	0,6	30	0,1	30	3,9	30	0,1	30	0,0	30	0,1	30	0,0	30	0,0	30	0,0	30	0,0	30	0,0	30	NaN	30	2,6	
31	8,6E+2	31	7,2E+7	31	0,0	31	0,1	31	0,2	31	1,1	31	2,4	31	5,5	31	41,0	31	0,6	31	0,2	31	0,1	31	0,4	31	6,5	31	0,0	31	0,0	31	0,0	31	0,7	31	0,1	31	3,4	31	0,1	31	0,0	31	0,1	31	0,0	31	0,0	31	0,0	31	0,0	31	0,0	31	NaN	31	2,5	
32	8,8E+2	32	7,1E+7	32	0,0	32	0,1	32	0,2	32	1,1	32	2,9	32	5,0	32	35,5	32	0,7	32	0,2	32	0,1	32	0,1	32	4,6	32	0,0	32	0,0	32	0,0	32	0,6	32	0,1	32	2,7	32	0,1	32	0,0	32	0,1	32	0,0	32	0,0	32	0,0	32	0,0	32	0,0	32	NaN	32	2,6	
33	8,4E+2	33	7,3E+7	33	0,0	33	0,1	33	0,2	33	1,0	33	2,4	33	4,3	33	30,2	33	0,5	33	0,2	33	0,1	33	0,2	33	4,0	33	0,0	33	0,0	33	0,0	33	0,5	33	0,0	33	2,7	33	0,1	33	0,0	33	0,1	33	0,0	33	0,0	33	0,0	33	0,0	33	0,0	33	Inf	33	2,8	
34	8,2E+2	34	7,5E+7	34	0,0	34	0,1	34	0,2	34	1,0	34	2,2	34	3,4	34	25,6	34	0,5	34	0,2	34	0,1	34	0,2	34	3,8	34	0,0	34	0,0	34	0,0	34	0,5	34	0,1	34	2,1	34	0,1	34	0,0	34	0,1	34	0,0	34	0,0	34	0,0	34	0,0	34	0,0	34	NaN	34	2,5	
35	8,3E+2	35	7,2E+7	35	0,0	35	0,1	35	0,2	35	1,0	35	2,8	35	3,7	35	27,1	35	0,5	35	0,1	35	0,0	35	0,1	35	3,7	35	0,0	35	0,0	35	0,0	35	0,5	35	0,0	35	2,2	35	0,1	35	0,0	35	0,1	35	0,0	35	0,0	35	0,0	35	0,0	35	0,0	35	NaN	35	2,4	
36	8,3E+2	36	7,4E+7	36	0,0	36	0,1	36	0,2	36	1,0	36	2,9	36	3,5	36	25,8	36	0,4	36	0,2	36	0,0	36	0,3	36	3,8	36	0,0	36	0,0	36	0,0	36	0,5	36	0,1	36	2,3	36	0,1	36	0,0	36	0,1	36	0,0	36	0,0	36	0,0	36	0,0	36	0,0	36	NaN	36	2,5	
37	8,1E+2	37	7,4E+7	37	0,0	37	0,1	37	0,2	37	1,0	37	2,0	37	3,4	37	23,1	37	0,5	37	0,2	37	0,1	37	0,2	37	3,5	37	0,0	37	0,0	37	0,0	37	0,6	37	0,1	37	1,6	37	0,1	37	0,0	37	0,1	37	0,0	37	0,0	37	0,0	37	0,0	37	0,0	37	NaN	37	2,5	
38	8,1E+2	38	7,3E+7	38	0,0	38	0,1	38	0,2	38	1,0	38	2,4	38	3,1	38	23,4	38	0,5	38	0,2	38	0,1	38	0,2	38	3,6	38	0,0	38	0,0	38	0,0	38	0,6	38	0,0	38	1,7	38	0,0	38	0,1	38	0,1	38	0,0	38	0,0	38	0,0	38	0,0	38	0,0	38	NaN	38	2,7	
39	8,1E+2	39	7,3E+7	39	0,0	39	0,1	39	0,2	39	1,0	39	2,4	39	3,1	39	22,2	39	0,4	39	0,2	39	0,1	39	0,2	39	3,6	39	0,0	39	0,0	39	0,0	39	0,5	39	0,1	39	1,7	39	0,1	39	0,0	39	0,1	39	0,0	39	0,0	39	0,0	39	0,0	39	0,0	39	NaN	39	2,5	
40	8,1E+2	40	7,3E+7	40	0,0	40	0,1	40	0,2	40	1,0	40	3,1	40	3,3	40	19,4	40	0,3	40	0,2	40	0,1	40	0,2	40	3,1	40	0,0	40	0,0	40	0,0	40	0,5	40	0,0	40	1,7	40	0,1	40	0,1	40	0,1	40	0,0	40	0,0	40	0,0	40	0,0	40	0,0	40	NaN	40	2,5	
41	8,0E+2	41	7,3E+7	41	0,0	41	0,1	41	0,2	41	1,0	41	2,9	41	3,0	41	20,4	41	0,4	41	0,2	41	0,0	41	0,2	41	3,4	41	0,0	41	0,0	41	0,0	41	0,3	41	0,1	41	1,5	41	0,1	41	0,0	41	0,1	41	0,0	41	0,0	41	0,0	41	0,0	41	0,0	41	NaN	41	2,3	
42	7,9E+2	42	7,4E+7	42	0,0	42	0,1	42	0,2	42	1,0	42	2,4	42	3,3	42	18,5	42	0,6	42	0,2	42	0,0	42	0,2	42	3,3	42	0,0	42	0,0	42	0,0	42	0,6	42	0,0	42	1,5	42	0,1	42	0,0	42	0,1	42	0,0	42	0,0	42	0,0	42	0,0	42	0,0	42	NaN	42	2,3	
43	7,8E+2	43	7,4E+7	43	0,0	43	0,1	43	0,2	43	1,0	43	2,4	43	2,8	43	17,5	43	0,4	43	0,1	43	0,0	43	0,2	43	3,7	43	0,0	43	0,0	43	0,0	43	0,5	43	0,2	43	1,5	43	0,1	43	0,0	43	0,1	43	0,0	43	0,0	43	0,0	43	0,0	43	0,0	43	NaN	43	2,5	
44	7,9E+2	44	7,2E+7	44	0,0	44	0,1	44	0,2	44	1,0	44	2,4	44	2,7	44	18,5	44	0,6	44	0,2	44	0,0	44	0,2	44	3,5	44	0,0	44	0,0	44	0,0	44	0,5	44	0,1	44	1,5	44	0,1	44	0,0	44	0,1	44	0,0	44	0,0	44	0,0	44	0,0	44	0,0	44	NaN	44	2,6	
45	7,8E+2	45	7,4E+7	45	0,0	45	0,1	45	0,2	45	1,0	45	2,7	45	3,1	45	17,4	45	0,4	45	0,1	45	0,1	45	0,1	45	3,4	45	0,0	45	0,0	45	0,0	45	0,6	45	0,1	45	1,5	45	0,0	45	0,1	45	0,1	45	0,0	45	0,0	45	0,0	45	0,0	45	0,0	45	NaN	45	2,1	
46	7,8E+2	46	7,3E+7	46	0,0	46	0,1	46	0,2	46	1,0	46	2,3	46	3,5	46	16,6	46	0,4	46	0,1	46	0,1	46	0,1	46	3,5	46	0,0	46	0,0	46	0,0	46	0,6	46	0,1	46	1,3	46	0,1	46	0,0	46	0,1	46	0,0	46	0,0	46	0,0	46	0,0	46	0,0	46	NaN	46	2,3	
47	7,7E+2	47	7,3E+7	47	0,0	47	0,1	47	0,2	47	1,0	47	2,6	47	3,1	47	16,9	47	0,4	47	0,2	47	0,2	47	0,1	47	3,6	47	0,0	47	0,0	47	0,0	47	0,4	47	0,1	47	1,4	47	0,1	47	0,0	47	0,0	47	0,0	47	0,0	47	0,0	47	0,0	47	0,0	47	NaN	47	2,3	
48	7,6E+2	48	7,5E+7	48	0,0	48	0,1	48	0,2	48	1,0	48	2,6	48	2,7	48	15,7	48	0,4	48	0,1	48	0,1	48	0,2	48	3,4	48	0,0	48	0,0	48	0,0	48	0,6	48	0,1	48	1,3	48	0,0	48	0,0	48	0,1	48	0,0	48	0,0	48	0,0	48	0,0	48	0,0	48	NaN	48	2,5	
49	7,4E+2	49	7,5E+7	49	0,0	49	0,1	49	0,2	49	1,0	49	2,4	49	2,6	49	15,6	49	0,5	49	0,2	49	0,1	49	0,2	49	3,2	49	0,0	49	0,0	49	0,0	49	0,4	49	0,1	49	1,1	49	0,1	49	0,0	49	0,1	49	0,0	49	0,0	49	0,0	49	0,0	49	0,0	49	NaN	49	2,3	
50	7,4E+2	50	7,5E+7	50	0,0	50	0,1	50	0,2	50	1,0	50	2,5	50	3,0	50	14,4	50	0,5	50	0,1	50	0,1	50	0,1	50	3,2	50	0,0	50	0,0	50	0,0	50	0,4	50	0,1	50	1,3	50	0,1	50	0,0	50	0,1	50	0,0	50	0,0	50	0,0	50	0,0	50	0,0	50	NaN	50	2,6	
51	7,3E+2	51	7,5E+7	51	0,0	51	0,1	51	0,2	51	1,0	51	2,5	51	2,8	51	14,3	51	0,4	51	0,2	51	0,1	51	0,1	51	3,2	51	0,0	51	0,0	51	0,0	51	0,6	51	0,1	51	1,2	51	0,2	51	0,0	51	0,0	51	0,0	51	0,0	51	0,0	51	0,0	51	0,0	51	NaN	51	2,1	
52	7,2E+2	52	7,6E+7	52	0,0	52	0,1	52	0,2	52	1,0	52	2,1	52	2,8	52	13,8	52	0,4	52	0,1	52	0,0	52	0,1	52	3,3	52	0,0	52	0,0	52	0,0	52	0,3	52	0,1	52	1,8	52	0,1	52	0,0	52	0,1	52	0,0	52	0,0	52	0,0	52	0,0	52	0,0	52	NaN	52	2,5	
53	7,2E+2	53	7,5E+7	53	0,0	53	0,1	53	0,2	53	1,0	53	2,7	53	3,0	53	18,5	53	0,4	53	0,1	53	0,1	53	0,1	53	3,8	53	0,0	53	0,0	53	0,0	53	0,7	53	0,1	53	4,7	53	0,1	53	0,0	53	0,0	53	0,0	53	0,0	53	0,0	53	0,0	53	0,0	53	Inf	53	7,8	
54	7,5E+2	54	7,4E+7	54	0,0	54	0,1	54	0,2	54	1,2	54	4,1	54	4,4	54	48,9	54	0,4	54	0,3	54	0,0	54	0,3	54	3,4	54	0,0	54	0,0	54	0,0	54	0,7	54	0,0	54	5,4	54	0,1	54	0,0	54	0,0	54	0,0	54	0,0	54	0,0	54	0,0	54	0,0	54	NaN	54	3,2	
55	7,3E+2	55	7,6E+7	55	0,0	55	0,1	55	0,2	55	1,2	55	3,1	55	4,7	55	56,6	55	0,4	55	0,2	55	0,1	55	0,1	55	3,6	55	0,0	55	0,0	55	0,0	55	0,7	55	0,0	55	5,4	55	0,1	55	0,0	55	0,0	55	0,0	55	0,0	55	0,0	55	0,0	55	0,0	55	NaN	55	2,5	
56	7,3E+2	56	7,5E+7	56	0,0	56	0,1	56	0,2	56	1,2	56	3,0	56	4,5	56	55,9	56	0,4	56	0,3	56	0,1	56	0,2	56	4,6	56	0,0	56	0,0	56	0,0	56	0,8	56	0,1	56	4,9	56	0,1	56	0,0	56	0,1	56	0,0	56	0,0	56	0,0	56	0,0	56	0,0	56	NaN	56	2,4	
57	7,1E+2	57	7,5E+7	57	0,0	57	0,1	57	0,2	57	1,2	57	3,3	57	4,2	57	55,8	57	0,2	57	0,3	57	0,1	57	0,1	57	4,6	57	0,0	57	0,0	57	0,0	57	0,6	57	0,1	57	4,5	57	0,1	57	0,0	57	0,0	57	0,0	57	0,0	57	0,0	57	0,0	57	0,0	57	NaN	57	3,0	
58	7,2E+2	58	7,5E+7	58	0,0	58	0,1	58	0,2	58	1,2	58	2,5	58	4,9	58	55,3	58	0,4	58	0,2	58	0,0	58	0,2	58	5,6	58	0,0	58	0,0	58	0,0	58	0,8	58	0,1	58	4,8	58	0,1	58	0,1	58	0,1	58	0,0	58	0,0	58	0,0	58	0,0	58	0,0	58	NaN	58	3,1	
59	7,2E+2	59	7,4E+7	59	0,0	59	0,1	59	0,2	59	1,2	59	2,1	59	4,7	59	53,1	59	0,3	59	0,1	59	0,2	59	0,3	59	5,7	59	0,0	59	0,0	59	0,0	59	0,7	59	0,1	59	4,5	59	0,1	59	0,0	59	0,0	59	0,0	59	0,0	59	0,0	59	0,0	59	0,0	59	NaN	59	3,0	
60	6,8E+2	60	7,7E+7	60	0,0	60	0,1	60	0,2	60	1,1	60	2,4	60	4,3	60	50,5	60	0,4	60	0,2	60	0,1	60	0,1	60	5,5	60	0,0	60	0,0	60	0,0	60	0,8	60	0,0	60	4,6	60	0,1	60	0,0	60	0,1	60	0,0	60	0,0	60	0,0	60	0,0	60	0,0	60	NaN	60	2,6	
61	7,3E+2	61	7,4E+7	61	0,0	61	0,1	61	0,2	61	1,2	61	2,5	61	4,2	61	50,7	61	0,4	61	0,2	61	0,1	61	0,2	61	6,2	61	0,0	61	0,0	61	0,0	61	0,7	61	0,1	61	4,3	61	0,1	61	0,1	61	0,1	61	0,0	61	0,0	61	0,0	61	0,0	61	0,0	61	NaN	61	2,4	
