Cycle - m/z 18.00 ch0	Amplitude - m/z 18.00 ch0	Cycle - m/z 21.00 ch1	Amplitude - m/z 21.00 ch1	Cycle - m/z 25.00 ch2	Amplitude - m/z 25.00 ch2	Cycle - m/z 30.00 ch3	Amplitude - m/z 30.00 ch3	Cycle - m/z 32.00 ch4	Amplitude - m/z 32.00 ch4	Cycle - m/z 37.00 ch5	Amplitude - m/z 37.00 ch5	Cycle - m/z 59.00 ch6	Amplitude - m/z 59.00 ch6	Cycle - m/z 107.00 ch7	Amplitude - m/z 107.00 ch7	Cycle - m/z 137.00 ch8	Amplitude - m/z 137.00 ch8	Cycle - m/z 121.00 ch9	Amplitude - m/z 121.00 ch9	Cycle - m/z 123.00 ch10	Amplitude - m/z 123.00 ch10	Cycle - m/z 151.00 ch11	Amplitude - m/z 151.00 ch11	Cycle - m/z 153.00 ch12	Amplitude - m/z 153.00 ch12	Cycle - m/z 165.00 ch13	Amplitude - m/z 165.00 ch13	Cycle - m/z 213.00 ch14	Amplitude - m/z 213.00 ch14	Cycle - m/z 229.00 ch15	Amplitude - m/z 229.00 ch15	Cycle - m/z 271.00 ch16	Amplitude - m/z 271.00 ch16	Cycle - m/z 109.00 ch17	Amplitude - m/z 109.00 ch17	Cycle - m/z 131.00 ch18	Amplitude - m/z 131.00 ch18	Cycle - m/z 138.00 ch19	Amplitude - m/z 138.00 ch19	Cycle - m/z 167.00 ch20	Amplitude - m/z 167.00 ch20	Cycle - m/z 179.00 ch21	Amplitude - m/z 179.00 ch21	Cycle - m/z 181.00 ch22	Amplitude - m/z 181.00 ch22	Cycle - m/z 193.00 ch23	Amplitude - m/z 193.00 ch23	Cycle - m/z 205.00 ch24	Amplitude - m/z 205.00 ch24	Cycle - m/z 285.00 ch25	Amplitude - m/z 285.00 ch25	Cycle - m/z 295.00 ch26	Amplitude - m/z 295.00 ch26	Cycle - m/z 299.00 ch27	Amplitude - m/z 299.00 ch27	Cycle - m/z 327.00 ch28	Amplitude - m/z 327.00 ch28	Cycle - m/z 59.00 ch29	Amplitude - m/z 59.00 ch29	
21	1,6E+3	21	7,1E+7	21	0,0	21	0,1	21	0,2	21	1,1	21	2,6	21	25,1	21	21,9	21	0,3	21	0,1	21	0,1	21	0,4	21	5,1	21	0,0	21	0,0	21	0,0	21	0,7	21	0,1	21	2,0	21	0,1	21	0,0	21	0,0	21	0,0	21	0,0	21	0,0	21	0,0	21	0,0	21	NaN	21	2,6	
22	1,6E+3	22	6,8E+7	22	0,0	22	0,1	22	0,2	22	1,1	22	2,5	22	25,3	22	22,4	22	0,3	22	0,1	22	0,1	22	0,5	22	4,3	22	0,0	22	0,0	22	0,0	22	0,4	22	0,0	22	2,0	22	0,0	22	0,0	22	0,1	22	0,0	22	0,0	22	0,0	22	0,0	22	0,0	22	NaN	22	2,8	
23	1,5E+3	23	7,2E+7	23	0,0	23	0,1	23	0,2	23	1,1	23	2,5	23	25,0	23	21,5	23	0,3	23	0,1	23	0,1	23	0,5	23	4,3	23	0,0	23	0,0	23	0,0	23	0,4	23	0,1	23	1,8	23	0,1	23	0,0	23	0,1	23	0,0	23	0,0	23	0,0	23	0,0	23	0,0	23	NaN	23	2,0	
24	1,5E+3	24	7,1E+7	24	0,0	24	0,1	24	0,2	24	1,1	24	2,2	24	25,2	24	20,9	24	0,3	24	0,1	24	0,1	24	0,5	24	4,5	24	0,0	24	0,0	24	0,0	24	0,6	24	0,1	24	1,8	24	0,1	24	0,0	24	0,1	24	0,0	24	0,0	24	0,0	24	0,0	24	0,0	24	NaN	24	2,5	
25	1,5E+3	25	7,2E+7	25	0,0	25	0,1	25	0,2	25	1,1	25	2,7	25	23,2	25	20,8	25	0,3	25	0,1	25	0,1	25	0,4	25	4,6	25	0,0	25	0,0	25	0,0	25	0,6	25	0,1	25	1,5	25	0,1	25	0,0	25	0,0	25	0,0	25	0,0	25	0,0	25	0,0	25	0,0	25	NaN	25	2,2	
26	1,5E+3	26	7,1E+7	26	0,0	26	0,1	26	0,2	26	1,1	26	2,5	26	23,3	26	20,5	26	0,4	26	0,1	26	0,1	26	0,4	26	4,7	26	0,0	26	0,0	26	0,0	26	0,4	26	0,1	26	1,8	26	0,0	26	0,0	26	0,1	26	0,0	26	0,0	26	0,0	26	0,0	26	0,0	26	NaN	26	2,7	
27	1,5E+3	27	7,3E+7	27	0,0	27	0,1	27	0,2	27	1,1	27	2,4	27	23,1	27	20,4	27	0,3	27	0,1	27	0,0	27	0,4	27	4,8	27	0,0	27	0,0	27	0,0	27	0,6	27	0,1	27	2,2	27	0,0	27	0,0	27	0,1	27	0,0	27	0,0	27	0,0	27	0,0	27	0,0	27	NaN	27	2,5	
28	1,4E+3	28	7,5E+7	28	0,0	28	0,1	28	0,2	28	1,9	28	11,8	28	21,9	28	1,3E+2	28	1,7	28	0,4	28	0,1	28	0,7	28	4,8	28	0,0	28	0,0	28	0,0	28	0,8	28	0,1	28	10,8	28	0,1	28	0,0	28	0,1	28	0,0	28	0,0	28	0,0	28	0,0	28	0,0	28	NaN	28	3,2	
29	1,5E+3	29	7,1E+7	29	0,0	29	0,1	29	0,2	29	1,2	29	3,0	29	5,3	29	45,7	29	0,4	29	0,2	29	0,0	29	0,3	29	4,8	29	0,0	29	0,0	29	0,0	29	0,5	29	0,1	29	3,7	29	0,1	29	0,0	29	0,1	29	0,0	29	0,0	29	0,0	29	0,0	29	0,0	29	NaN	29	2,7	
30	1,4E+3	30	7,3E+7	30	0,0	30	0,1	30	0,2	30	1,1	30	2,7	30	4,1	30	41,0	30	0,4	30	0,2	30	0,1	30	0,3	30	4,8	30	0,0	30	0,0	30	0,0	30	0,6	30	0,1	30	3,6	30	0,1	30	0,0	30	0,0	30	0,0	30	0,0	30	0,0	30	0,0	30	0,0	30	NaN	30	2,5	
31	1,4E+3	31	7,2E+7	31	0,0	31	0,1	31	0,2	31	1,1	31	2,6	31	3,8	31	39,9	31	0,5	31	0,2	31	0,1	31	0,3	31	3,8	31	0,0	31	0,0	31	0,0	31	0,6	31	0,1	31	3,7	31	0,1	31	0,0	31	0,0	31	0,0	31	0,0	31	0,0	31	0,0	31	0,0	31	NaN	31	2,7	
32	1,4E+3	32	7,2E+7	32	0,0	32	0,1	32	0,2	32	1,1	32	2,6	32	4,3	32	39,2	32	0,5	32	0,2	32	0,1	32	0,2	32	4,4	32	0,0	32	0,0	32	0,0	32	0,6	32	0,1	32	3,4	32	0,1	32	0,1	32	0,0	32	0,0	32	0,0	32	0,0	32	0,0	32	0,0	32	NaN	32	2,3	
33	1,4E+3	33	7,0E+7	33	0,0	33	0,1	33	0,2	33	1,1	33	2,5	33	4,2	33	39,8	33	0,5	33	0,2	33	0,1	33	0,2	33	4,0	33	0,0	33	0,0	33	0,0	33	0,5	33	0,1	33	3,5	33	0,2	33	0,1	33	0,1	33	0,0	33	0,0	33	0,0	33	0,0	33	0,0	33	NaN	33	2,0	
34	1,3E+3	34	7,4E+7	34	0,0	34	0,1	34	0,2	34	1,1	34	2,6	34	3,8	34	35,4	34	0,7	34	0,2	34	0,1	34	0,3	34	3,9	34	0,0	34	0,0	34	0,0	34	0,5	34	0,1	34	3,2	34	0,1	34	0,0	34	0,1	34	0,0	34	0,0	34	0,0	34	0,0	34	0,0	34	NaN	34	2,5	
35	1,3E+3	35	7,3E+7	35	0,0	35	0,1	35	0,2	35	1,1	35	2,2	35	3,7	35	33,9	35	0,4	35	0,2	35	0,1	35	0,3	35	4,0	35	0,0	35	0,0	35	0,0	35	0,4	35	0,1	35	2,9	35	0,1	35	0,0	35	0,1	35	0,0	35	0,0	35	0,0	35	0,0	35	0,0	35	NaN	35	2,5	
36	1,3E+3	36	7,3E+7	36	0,0	36	0,1	36	0,2	36	1,1	36	2,4	36	3,5	36	34,3	36	0,5	36	0,3	36	0,1	36	0,2	36	4,0	36	0,0	36	0,0	36	0,0	36	0,4	36	0,1	36	3,4	36	0,1	36	0,0	36	0,1	36	0,0	36	0,0	36	0,0	36	0,0	36	0,0	36	NaN	36	2,4	
37	1,4E+3	37	7,1E+7	37	0,0	37	0,1	37	0,2	37	1,1	37	2,3	37	4,3	37	34,2	37	0,5	37	0,2	37	0,1	37	0,1	37	5,0	37	0,0	37	0,0	37	0,0	37	0,6	37	0,1	37	2,7	37	0,1	37	0,0	37	0,1	37	0,0	37	0,0	37	0,0	37	0,0	37	0,0	37	NaN	37	2,4	
38	1,3E+3	38	7,5E+7	38	0,0	38	0,1	38	0,2	38	1,1	38	2,4	38	3,9	38	32,3	38	0,5	38	0,2	38	0,1	38	0,2	38	4,2	38	0,0	38	0,0	38	0,0	38	0,5	38	0,1	38	2,8	38	0,1	38	0,0	38	0,1	38	0,0	38	0,0	38	0,0	38	0,0	38	0,0	38	NaN	38	3,0	
39	1,2E+3	39	7,6E+7	39	0,0	39	0,1	39	0,2	39	1,0	39	2,5	39	3,4	39	30,4	39	0,5	39	0,1	39	0,1	39	0,2	39	4,2	39	0,0	39	0,0	39	0,0	39	0,6	39	0,1	39	2,4	39	0,1	39	0,1	39	0,1	39	0,0	39	0,0	39	0,0	39	0,0	39	0,0	39	NaN	39	1,9	
40	1,3E+3	40	7,2E+7	40	0,0	40	0,1	40	0,2	40	1,1	40	2,5	40	3,6	40	31,4	40	0,4	40	0,2	40	0,1	40	0,1	40	4,4	40	0,0	40	0,0	40	0,0	40	0,5	40	0,0	40	2,7	40	0,1	40	0,0	40	0,1	40	0,0	40	0,0	40	0,0	40	0,0	40	0,0	40	NaN	40	2,5	
41	1,3E+3	41	7,2E+7	41	0,0	41	0,1	41	0,2	41	1,1	41	2,4	41	3,5	41	29,5	41	0,4	41	0,1	41	0,1	41	0,2	41	4,5	41	0,0	41	0,0	41	0,0	41	0,7	41	0,2	41	2,6	41	0,1	41	0,0	41	0,0	41	0,0	41	0,0	41	0,0	41	0,0	41	0,0	41	NaN	41	2,3	
42	1,2E+3	42	7,4E+7	42	0,0	42	0,1	42	0,2	42	1,0	42	2,3	42	3,1	42	29,1	42	0,5	42	0,2	42	0,1	42	0,2	42	4,4	42	0,0	42	0,0	42	0,0	42	0,4	42	0,2	42	2,6	42	0,0	42	0,1	42	0,1	42	0,0	42	0,0	42	0,0	42	0,0	42	0,0	42	NaN	42	2,5	
43	1,2E+3	43	7,3E+7	43	0,0	43	0,1	43	0,2	43	1,1	43	2,3	43	3,4	43	28,8	43	0,6	43	0,2	43	0,1	43	0,3	43	4,2	43	0,0	43	0,0	43	0,0	43	0,6	43	0,1	43	2,4	43	0,1	43	0,0	43	0,1	43	0,0	43	0,0	43	0,0	43	0,0	43	0,0	43	NaN	43	2,6	
44	1,2E+3	44	7,3E+7	44	0,0	44	0,1	44	0,2	44	1,1	44	2,3	44	3,9	44	28,0	44	0,5	44	0,2	44	0,1	44	0,3	44	4,7	44	0,0	44	0,0	44	0,0	44	0,5	44	0,0	44	2,7	44	0,1	44	0,0	44	0,0	44	0,0	44	0,0	44	0,0	44	0,0	44	0,0	44	NaN	44	2,4	
45	1,2E+3	45	7,4E+7	45	0,0	45	0,1	45	0,2	45	1,0	45	2,7	45	3,4	45	26,7	45	0,5	45	0,2	45	0,0	45	0,3	45	4,6	45	0,0	45	0,0	45	0,0	45	0,4	45	0,1	45	2,0	45	0,0	45	0,0	45	0,1	45	0,0	45	0,0	45	0,0	45	0,0	45	0,0	45	Inf	45	2,1	
46	1,2E+3	46	7,5E+7	46	0,0	46	0,1	46	0,2	46	1,0	46	2,0	46	3,9	46	25,7	46	0,4	46	0,2	46	0,1	46	0,2	46	4,7	46	0,0	46	0,0	46	0,0	46	0,5	46	0,1	46	2,3	46	0,2	46	0,0	46	0,1	46	0,0	46	0,0	46	0,0	46	0,0	46	0,0	46	NaN	46	2,6	
47	1,2E+3	47	7,5E+7	47	0,0	47	0,1	47	0,2	47	1,0	47	2,2	47	3,4	47	25,5	47	0,5	47	0,2	47	0,1	47	0,2	47	4,2	47	0,0	47	0,0	47	0,0	47	0,5	47	0,1	47	2,1	47	0,0	47	0,0	47	0,0	47	0,0	47	0,0	47	0,0	47	0,0	47	0,0	47	NaN	47	2,4	
48	1,2E+3	48	7,3E+7	48	0,0	48	0,1	48	0,2	48	1,1	48	2,4	48	4,0	48	26,0	48	0,5	48	0,2	48	0,0	48	0,2	48	4,4	48	0,0	48	0,0	48	0,0	48	0,4	48	0,1	48	2,2	48	0,1	48	0,0	48	0,0	48	0,0	48	0,0	48	0,0	48	0,0	48	0,0	48	Inf	48	2,5	
49	1,2E+3	49	7,3E+7	49	0,0	49	0,1	49	0,2	49	1,1	49	2,3	49	3,7	49	24,7	49	0,4	49	0,1	49	0,1	49	0,3	49	4,4	49	0,0	49	0,0	49	0,0	49	0,6	49	0,1	49	4,6	49	0,1	49	0,0	49	0,1	49	0,0	49	0,0	49	0,0	49	0,0	49	0,0	49	NaN	49	2,6	
50	1,1E+3	50	7,4E+7	50	0,0	50	0,1	50	0,2	50	1,6	50	8,7	50	4,1	50	20,3	50	0,6	50	0,3	50	0,1	50	0,3	50	5,4	50	0,0	50	0,0	50	0,0	50	1,0	50	0,0	50	12,7	50	0,1	50	0,0	50	0,1	50	0,0	50	0,0	50	0,0	50	0,0	50	0,0	50	NaN	50	4,9	
51	1,1E+3	51	7,5E+7	51	0,0	51	0,1	51	0,2	51	1,4	51	2,9	51	10,5	51	1,1E+2	51	0,6	51	0,3	51	0,1	51	0,3	51	4,9	51	0,0	51	0,0	51	0,0	51	0,5	51	0,1	51	9,0	51	0,0	51	0,1	51	0,0	51	0,0	51	0,0	51	0,0	51	0,0	51	0,0	51	NaN	51	2,6	
52	1,1E+3	52	7,4E+7	52	0,0	52	0,1	52	0,2	52	1,2	52	2,8	52	9,6	52	1,0E+2	52	0,6	52	0,4	52	0,1	52	0,4	52	7,0	52	0,0	52	0,0	52	0,0	52	0,7	52	0,1	52	8,8	52	0,1	52	0,1	52	0,0	52	0,0	52	0,0	52	0,0	52	0,0	52	0,0	52	NaN	52	3,0	
53	1,1E+3	53	7,4E+7	53	0,0	53	0,1	53	0,2	53	1,2	53	2,4	53	9,8	53	96,9	53	0,6	53	0,1	53	0,1	53	0,4	53	7,9	53	0,0	53	0,0	53	0,0	53	0,6	53	0,1	53	7,7	53	0,1	53	0,0	53	0,1	53	0,0	53	0,0	53	0,0	53	0,0	53	0,0	53	NaN	53	2,4	
54	1,1E+3	54	7,6E+7	54	0,0	54	0,1	54	0,2	54	1,1	54	2,8	54	9,1	54	90,5	54	0,6	54	0,2	54	0,1	54	0,3	54	8,9	54	0,0	54	0,0	54	0,0	54	0,6	54	0,1	54	7,8	54	0,2	54	0,1	54	0,1	54	0,0	54	0,0	54	0,0	54	0,0	54	0,0	54	NaN	54	2,5	
55	1,1E+3	55	7,6E+7	55	0,0	55	0,1	55	0,2	55	1,1	55	2,3	55	9,1	55	87,7	55	0,6	55	0,4	55	0,1	55	0,4	55	9,5	55	0,0	55	0,0	55	0,0	55	0,4	55	0,1	55	7,7	55	0,2	55	0,0	55	0,1	55	0,0	55	0,0	55	0,0	55	0,0	55	0,0	55	NaN	55	2,2	
56	1,1E+3	56	7,6E+7	56	0,0	56	0,1	56	0,2	56	1,1	56	2,3	56	9,2	56	83,6	56	0,5	56	0,2	56	0,2	56	0,4	56	9,7	56	0,0	56	0,0	56	0,0	56	0,6	56	0,1	56	7,4	56	0,2	56	0,0	56	0,1	56	0,0	56	0,0	56	0,0	56	0,0	56	0,0	56	NaN	56	2,5	
57	1,1E+3	57	7,3E+7	57	0,0	57	0,1	57	0,2	57	1,1	57	2,4	57	9,2	57	82,2	57	0,6	57	0,2	57	0,2	57	0,3	57	10,7	57	0,0	57	0,0	57	0,0	57	0,6	57	0,1	57	7,0	57	0,1	57	0,1	57	0,1	57	0,0	57	0,0	57	0,0	57	0,0	57	0,0	57	NaN	57	2,2	
58	1,0E+3	58	7,7E+7	58	0,0	58	0,1	58	0,2	58	1,1	58	2,6	58	9,0	58	77,9	58	0,6	58	0,2	58	0,1	58	0,3	58	9,9	58	0,0	58	0,0	58	0,0	58	0,8	58	0,1	58	6,3	58	0,2	58	0,0	58	0,1	58	0,0	58	0,0	58	0,0	58	0,0	58	0,0	58	NaN	58	2,4	
59	1,1E+3	59	7,3E+7	59	0,0	59	0,1	59	0,2	59	1,1	59	2,6	59	9,9	59	76,9	59	0,5	59	0,3	59	0,2	59	0,2	59	10,9	59	0,0	59	0,0	59	0,0	59	0,6	59	0,1	59	6,6	59	0,2	59	0,0	59	0,1	59	0,0	59	0,0	59	0,0	59	0,0	59	0,0	59	NaN	59	2,2	
60	1,0E+3	60	7,5E+7	60	0,0	60	0,1	60	0,2	60	1,1	60	2,6	60	8,2	60	72,6	60	0,7	60	0,2	60	0,2	60	0,3	60	10,8	60	0,0	60	0,0	60	0,0	60	0,7	60	0,1	60	6,3	60	0,2	60	0,1	60	0,1	60	0,0	60	0,0	60	0,0	60	0,0	60	0,0	60	NaN	60	2,6	
61	1,0E+3	61	7,4E+7	61	0,0	61	0,1	61	0,2	61	1,1	61	2,6	61	8,7	61	70,9	61	0,4	61	0,3	61	0,1	61	0,4	61	10,5	61	0,0	61	0,0	61	0,0	61	0,5	61	0,1	61	6,1	61	0,2	61	0,1	61	0,1	61	0,0	61	0,0	61	0,0	61	0,0	61	0,0	61	NaN	61	2,1	
62	1,0E+3	62	7,3E+7	62	0,0	62	0,1	62	0,2	62	1,1	62	2,5	62	8,9	62	68,7	62	0,6	62	0,3	62	0,1	62	0,3	62	10,8	62	0,0	62	0,0	62	0,0	62	0,6	62	0,0	62	6,0	62	0,1	62	0,0	62	0,1	62	0,0	62	0,0	62	0,0	62	0,0	62	0,0	62	NaN	62	2,0	
